NumSchools,NationSizeRank,StateSizeRank,C_C14,CoreExpendPerPupil,CEPPNationRank,CEPPStateRank,TotalCurrExpend,PercExpendInstruction,CurrExpendPerPupil,TotalFedRev,PercRevFederal,TotLocalRev,PercRevLocal,RelatedChildreninPoverty,PercExpendInstructorSalary,PercExpendSalaries,KidsinDistrict,TotStateRev,PercRevState,TotExpendInstruction,DistrictTotExpend,TotPopinDistrict,TotExpendperPupil,TotalSalariesandWages,InstructionalSalaries,CCDIDLEA,NumContinueTeachers,DistrictOrLEA,Gr1-12orNot,MergedDistrict,BeginTime,TotalEnrollment,EnrollK-12,HispanicStudents,WhiteStudents,BlackStudents,AmericanIndianStudents,AsianStudents,K-12byRace,EligFreeLunch,EligFreeLunchK-12,ParticLunchProg,ApprovedK-12,DaysSchYr,HispanicTeachers,WhiteTeachers,BlackTeachers,AmericanIndianTeachers,AsianTeachers,FTETeachersCnt,NewTeacherHires,DismissedTeachers<4yrs,DismissedTeachers>4yrs,UnionAgreement,AgreementType,TeacherContractYear,SalarySchedule,BA-NoExp,BA-10yrs,MS-NoExp,MS-30Cr,MS-20yrs,HighestSteponSalarySchd,LowestSalary,HighestSalary,BenefitRateTeacher,BenefitRateNonProf,Benefit-Admin-Same/Other,BenefitAdminRate,Benefit-Aides-Same/Other,BenefitRateAides,OtherAgencyContribrute,OtherAgencyContributeRate,Benefit-Medical,Benefit-Dental,Benefit-Life,Benefit-Housing,Benefit-Meal,Benefit-Transport,HasCharter,NumCharter,MigrantStudentLstYr,MigrantStudentLstSmr,NumMigrantStudent,LEASIZE,NumMinorityStudentsDistrict,NumMinorityTeachers,PercStudApprovedLunchDisc,PercStudEligLunchDisc,REGION,STATE,STCNTY,SURVEY,URBANID,CNTLNUM,DFNLWGT
8.0,3184.0,7.0,528000.0,3110.0,13709.0,197.0,13377000.0,56.4,4314.0,1606000.0,10.3,6639000.0,42.7,602.0,73.3,68.9,3831.0,7315000.0,47.0,8952000.0,15879000.0,18881.0,5121.0,9218000.0,6759000.0,3800038,214.0,1.0,1.0,2.0,400.0,3040.0,3012.0,23.0,2906.0,13.0,59.0,11.0,3012.0,1.0,884.0,1.0,884.0,173.0,0.0,222.0,0.0,0.0,0.0,210.9,8.0,0.0,0.0,1.0,1.0,1.0,1.0,18000.0,25020.0,21510.0,23256.0,33426.0,40572.0,-8.0,-8.0,24.4,42.6,2.0,20.0,2.0,42.6,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,5.0,106.0,0.0,29.35,29.35,2,38,38089,1,3.0,100356,1.1644
3.0,10780.0,56.0,51000.0,3192.0,9872.0,130.0,2080000.0,54.8,5253.0,103000.0,4.2,1500000.0,60.9,43.0,71.1,63.7,445.0,859000.0,34.9,1264000.0,2307000.0,2002.0,5826.0,1324000.0,942000.0,3800039,24.0,1.0,1.0,2.0,235.0,346.0,346.0,0.0,338.0,4.0,2.0,2.0,346.0,1.0,74.0,1.0,74.0,180.0,0.0,29.0,0.0,1.0,0.0,28.7,6.0,0.0,0.0,1.0,1.0,1.0,1.0,19400.0,24600.0,21020.0,21020.0,31420.0,32980.0,-8.0,-8.0,15.5,12.8,1.0,15.5,2.0,12.8,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,8.0,1.0,21.39,21.39,2,38,38105,1,3.0,103687,1.8324
3.0,10283.0,42.0,104000.0,3516.0,6101.0,86.0,2806000.0,46.9,6060.0,258000.0,7.3,2094000.0,59.6,68.0,68.7,59.8,507.0,1160000.0,33.0,1495000.0,3191000.0,3093.0,6892.0,1679000.0,1153000.0,3800040,44.0,1.0,1.0,2.0,248.0,413.0,413.0,0.0,413.0,0.0,0.0,0.0,413.0,1.0,153.0,1.0,153.0,173.0,0.0,44.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19200.0,24038.0,20928.0,20928.0,31142.0,33293.0,-8.0,-8.0,9.0,0.0,1.0,9.0,3.0,13.5,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,3.0,0.0,0.0,37.05,37.05,2,38,38063,1,3.0,104616,1.571
2.0,11946.0,95.0,69000.0,3917.0,3703.0,42.0,1777000.0,50.5,6996.0,72000.0,3.6,1210000.0,61.0,57.0,72.2,52.3,293.0,702000.0,35.4,968000.0,1915000.0,1516.0,7539.0,930000.0,671000.0,3800042,25.0,1.0,1.0,2.0,145.0,230.0,230.0,0.0,228.0,2.0,0.0,0.0,230.0,1.0,90.0,1.0,90.0,180.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,-8.0,1.0,1.0,18485.0,20365.0,21070.0,21540.0,30000.0,31880.0,-8.0,-8.0,30.4,10.0,1.0,30.4,2.0,10.0,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,2.0,0.0,39.13,39.13,2,38,38039,1,3.0,102811,1.7779
4.0,10454.0,46.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,16.0,-9.0,-9.0,486.0,-9.0,-9.0,-9.0,-9.0,2677.0,-9.0,-9.0,-9.0,3800044,33.0,1.0,1.0,2.0,330.0,465.0,465.0,19.0,441.0,0.0,4.0,1.0,465.0,1.0,160.0,1.0,160.0,173.0,0.0,35.0,0.0,0.0,0.0,32.1,2.0,0.0,0.0,1.0,1.0,5.0,1.0,19100.0,23350.0,22850.0,23475.0,31350.0,33675.0,-8.0,-8.0,32.9,19.1,1.0,32.9,2.0,19.1,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,2.0,5.0,3.0,24.0,0.0,34.41,34.41,2,38,38017,1,2.0,103651,0.9834
2.0,13392.0,160.0,41000.0,3893.0,6404.0,92.0,729000.0,59.0,5975.0,60000.0,7.2,440000.0,53.1,63.0,74.3,65.6,127.0,329000.0,39.7,463000.0,785000.0,626.0,6434.0,478000.0,355000.0,3801680,15.0,1.0,1.0,2.0,1045.0,119.0,119.0,9.0,109.0,1.0,0.0,0.0,119.0,1.0,60.0,1.0,57.0,180.0,0.0,15.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17950.0,21900.0,19650.0,20075.0,27650.0,28875.0,-8.0,-8.0,23.3,3.2,1.0,23.3,1.0,23.3,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,10.0,0.0,47.9,50.42,2,38,38099,1,3.0,101384,3.8299
2.0,13327.0,158.0,15000.0,4031.0,3722.0,43.0,887000.0,48.6,6984.0,79000.0,7.6,633000.0,60.5,12.0,65.4,61.9,99.0,334000.0,31.9,502000.0,1033000.0,465.0,8134.0,549000.0,359000.0,3801760,20.0,1.0,1.0,2.0,420.0,111.0,109.0,0.0,101.0,1.0,5.0,2.0,109.0,1.0,73.0,1.0,35.0,180.0,0.0,21.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,-8.0,1.0,1.0,18000.0,22750.0,18775.0,18775.0,29525.0,30725.0,-8.0,-8.0,58.0,13.0,2.0,5.0,3.0,0.1,2.0,-8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,8.0,0.0,32.11,66.97,2,38,38053,1,3.0,103321,3.0981
2.0,13501.0,166.0,24000.0,3646.0,5164.0,67.0,719000.0,54.2,6363.0,39000.0,5.1,401000.0,52.6,29.0,61.8,59.4,102.0,323000.0,42.3,409000.0,754000.0,594.0,6673.0,427000.0,264000.0,3801950,13.0,1.0,1.0,2.0,900.0,102.0,102.0,0.0,102.0,0.0,0.0,0.0,102.0,1.0,21.0,1.0,21.0,180.0,0.0,15.0,0.0,0.0,0.0,12.5,2.0,0.0,0.0,1.0,2.0,1.0,1.0,18500.0,21300.0,20000.0,20000.0,29025.0,29025.0,-8.0,-8.0,22.3,4.2,2.0,4.0,3.0,0.1,2.0,-8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,0.0,0.0,20.59,20.59,2,38,38049,1,3.0,104633,3.6801
2.0,12192.0,107.0,39000.0,3017.0,11384.0,155.0,1147000.0,52.1,4965.0,77000.0,5.3,794000.0,54.3,59.0,67.0,60.9,188.0,591000.0,40.4,660000.0,1268000.0,1459.0,5489.0,699000.0,468000.0,3802170,22.0,1.0,1.0,2.0,1120.0,217.0,217.0,2.0,214.0,0.0,1.0,0.0,217.0,1.0,62.0,1.0,62.0,175.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18400.0,22000.0,20400.0,20900.0,28000.0,32000.0,-8.0,-8.0,25.0,21.4,1.0,25.0,3.0,20.6,1.0,7.5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,3.0,0.0,28.57,28.57,2,38,38051,1,3.0,101496,1.9237
3.0,13585.0,173.0,0.0,7443.0,237.0,6.0,1483000.0,41.2,13991.0,509000.0,21.6,1766000.0,75.0,43.0,69.9,47.9,254.0,79000.0,3.4,735000.0,1782000.0,1068.0,16811.0,710000.0,496000.0,3802840,15.0,1.0,1.0,2.0,1255.0,92.0,92.0,0.0,89.0,0.0,1.0,2.0,92.0,1.0,36.0,1.0,36.0,180.0,0.0,16.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,18400.0,23900.0,20400.0,21400.0,31300.0,31300.0,-8.0,-8.0,74.7,22.5,1.0,74.7,2.0,22.5,2.0,-8.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,2.0,3.0,0.0,39.13,39.13,2,38,38007,1,3.0,100925,2.7032
2.0,10259.0,41.0,73000.0,3509.0,9634.0,128.0,2481000.0,58.7,5301.0,142000.0,5.1,1608000.0,58.1,46.0,71.9,60.3,431.0,1017000.0,36.8,1591000.0,2711000.0,2255.0,5793.0,1497000.0,1077000.0,3803200,35.0,1.0,1.0,2.0,1148.0,466.0,466.0,2.0,463.0,0.0,1.0,0.0,466.0,1.0,98.0,1.0,88.0,180.0,0.0,40.0,0.0,0.0,0.0,40.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,19500.0,23900.0,20800.0,20800.0,33100.0,42000.0,-8.0,-8.0,21.1,16.2,1.0,21.1,2.0,16.2,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,3.0,0.0,18.88,21.03,2,38,38011,1,3.0,104685,1.9906
2.0,8578.0,21.0,93000.0,2622.0,14088.0,215.0,3125000.0,54.0,4090.0,172000.0,4.8,1696000.0,47.3,100.0,71.6,60.5,634.0,1716000.0,47.9,1928000.0,3572000.0,3357.0,4675.0,1890000.0,1354000.0,3803790,48.0,1.0,1.0,2.0,-9.0,745.0,745.0,5.0,735.0,3.0,2.0,0.0,745.0,1.0,135.0,1.0,135.0,180.0,0.0,53.0,0.0,0.0,0.0,49.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,19750.0,21005.0,20325.0,22550.0,33750.0,33750.0,-8.0,-8.0,22.7,22.7,1.0,22.7,2.0,22.7,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,10.0,0.0,18.12,18.12,2,38,38031,1,3.0,102483,1.8103
2.0,11022.0,65.0,60000.0,3066.0,9992.0,132.0,1903000.0,49.1,5228.0,98000.0,4.7,1079000.0,51.8,64.0,67.8,62.2,444.0,905000.0,43.5,1069000.0,2177000.0,1716.0,5981.0,1183000.0,802000.0,3804040,32.0,1.0,1.0,2.0,317.0,320.0,320.0,0.0,150.0,0.0,170.0,0.0,320.0,1.0,42.0,1.0,42.0,173.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19780.0,24780.0,21758.0,25890.0,30890.0,40000.0,-8.0,-8.0,29.8,13.7,1.0,29.8,2.0,13.7,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,170.0,0.0,13.13,13.13,2,38,38065,1,3.0,100271,2.2506
3.0,10626.0,50.0,83000.0,3120.0,9904.0,131.0,2183000.0,48.8,5248.0,145000.0,6.2,1330000.0,56.5,71.0,64.5,58.5,383.0,881000.0,37.4,1168000.0,2395000.0,2107.0,5757.0,1278000.0,824000.0,3804560,30.0,1.0,1.0,2.0,1155.0,381.0,381.0,0.0,381.0,0.0,0.0,0.0,381.0,1.0,120.0,1.0,114.0,180.0,0.0,30.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17900.0,22012.0,21500.0,22920.0,30700.0,36400.0,-8.0,-8.0,3.2,2.1,1.0,3.2,3.0,1.1,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,0.0,0.0,29.92,31.5,2,38,38039,1,3.0,101912,1.7421
5.0,4665.0,10.0,432000.0,3102.0,12860.0,180.0,9595000.0,51.9,4617.0,1128000.0,10.6,4636000.0,43.7,450.0,68.4,63.9,2078.0,4849000.0,45.7,5424000.0,10443000.0,10782.0,5026.0,6136000.0,4195000.0,3805040,141.0,1.0,1.0,2.0,303.0,2053.0,2045.0,5.0,1600.0,7.0,424.0,9.0,2045.0,1.0,694.0,1.0,694.0,173.0,0.0,153.0,0.0,6.0,0.0,158.7,18.0,0.0,0.0,1.0,1.0,1.0,1.0,18750.0,24750.0,22000.0,23500.0,34000.0,40900.0,-8.0,-8.0,12.4,3.7,2.0,1.1,2.0,3.7,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,5.0,445.0,6.0,33.94,33.94,2,38,38071,1,3.0,100016,1.2387
2.0,11905.0,92.0,16000.0,3779.0,7286.0,106.0,1487000.0,54.0,5764.0,23000.0,1.5,1017000.0,64.7,26.0,77.2,64.3,246.0,531000.0,33.8,963000.0,1783000.0,1253.0,6911.0,956000.0,738000.0,3805340,20.0,1.0,1.0,2.0,-9.0,258.0,230.0,5.0,225.0,0.0,0.0,0.0,230.0,1.0,45.0,1.0,45.0,180.0,0.0,22.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,2.0,-8.0,1.0,1.0,18485.0,20365.0,21070.0,21540.0,30000.0,31880.0,-8.0,-8.0,30.4,10.0,1.0,30.4,2.0,10.0,2.0,-8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,-8.0,1.0,2.0,12.0,2.0,5.0,0.0,19.57,19.57,2,38,38067,1,3.0,102147,1.7799
3.0,11516.0,78.0,68000.0,2683.0,10113.0,136.0,1577000.0,41.1,5205.0,125000.0,6.6,1108000.0,58.7,44.0,66.7,50.6,270.0,656000.0,34.7,747000.0,1816000.0,1451.0,5993.0,798000.0,532000.0,3805850,25.0,1.0,1.0,2.0,-9.0,275.0,275.0,0.0,274.0,1.0,0.0,0.0,275.0,1.0,236.0,1.0,50.0,180.0,0.0,25.0,0.0,0.0,0.0,22.4,0.0,0.0,1.0,1.0,2.0,1.0,1.0,18805.0,23305.0,20655.0,21055.0,30055.0,31855.0,-8.0,-8.0,24.3,11.0,1.0,24.3,2.0,11.0,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,1.0,0.0,18.18,85.82,2,38,38045,1,3.0,102874,1.8411
2.0,12701.0,125.0,26000.0,3165.0,11642.0,162.0,894000.0,55.0,4912.0,55000.0,5.7,417000.0,42.9,30.0,69.2,59.3,164.0,499000.0,51.4,536000.0,974000.0,983.0,5352.0,530000.0,367000.0,3805910,19.0,1.0,1.0,2.0,732.0,172.0,172.0,5.0,160.0,1.0,3.0,3.0,172.0,1.0,35.0,1.0,35.0,180.0,0.0,19.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17800.0,21400.0,20200.0,20200.0,28200.0,30600.0,-8.0,-8.0,36.5,21.0,1.0,36.5,3.0,5.5,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,12.0,0.0,20.35,20.35,2,38,38099,1,3.0,103958,3.4553
2.0,13044.0,143.0,52000.0,4530.0,3155.0,35.0,1110000.0,52.4,7351.0,89000.0,7.3,741000.0,60.9,46.0,67.9,63.8,177.0,387000.0,31.8,644000.0,1228000.0,1017.0,8132.0,708000.0,481000.0,3805950,17.0,1.0,1.0,2.0,445.0,136.0,136.0,0.0,133.0,0.0,3.0,0.0,136.0,1.0,73.0,1.0,59.0,180.0,0.0,19.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,19650.0,23700.0,20850.0,21300.0,29400.0,32550.0,-8.0,-8.0,28.4,22.6,2.0,32.2,2.0,22.6,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,3.0,0.0,43.38,53.68,2,38,38071,1,3.0,100487,3.2689
3.0,10559.0,49.0,73000.0,2838.0,13745.0,202.0,1830000.0,40.6,4296.0,133000.0,5.5,1373000.0,57.1,120.0,70.1,63.5,459.0,899000.0,37.4,1125000.0,2768000.0,2752.0,6498.0,1162000.0,815000.0,3806090,32.0,1.0,1.0,2.0,620.0,427.0,427.0,4.0,413.0,3.0,6.0,1.0,427.0,1.0,140.0,1.0,140.0,180.0,0.0,34.0,0.0,0.0,0.0,29.6,2.0,0.0,0.0,1.0,1.0,1.0,1.0,19700.0,23700.0,21500.0,22220.0,29500.0,35420.0,-8.0,-8.0,25.2,22.7,1.0,25.2,2.0,22.7,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,14.0,0.0,32.79,32.79,2,38,38021,1,3.0,102166,1.9052
2.0,13009.0,142.0,20000.0,3174.0,10305.0,139.0,801000.0,51.0,5168.0,43000.0,4.5,522000.0,54.0,23.0,68.5,62.3,149.0,401000.0,41.5,476000.0,933000.0,706.0,6019.0,499000.0,342000.0,3806690,17.0,1.0,1.0,2.0,945.0,143.0,143.0,4.0,138.0,0.0,1.0,0.0,143.0,1.0,50.0,1.0,50.0,180.0,0.0,18.0,0.0,0.0,0.0,17.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,18500.0,22525.0,19064.0,19475.0,27750.0,28600.0,-8.0,-8.0,20.0,11.4,2.0,24.7,3.0,1.7,2.0,-8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-8.0,1.0,2.0,6.0,2.0,5.0,0.0,34.97,34.97,2,38,38077,1,3.0,101817,3.4067
23.0,639.0,1.0,908000.0,3869.0,9462.0,126.0,62740000.0,56.6,5335.0,4165000.0,5.5,47301000.0,62.1,1287.0,73.6,61.4,12694.0,24685000.0,32.4,40703000.0,71895000.0,81921.0,6114.0,38519000.0,28351000.0,3806780,772.0,1.0,1.0,2.0,1133.0,11612.0,11562.0,184.0,9270.0,173.0,1787.0,148.0,11562.0,1.0,2362.0,1.0,2008.0,172.0,3.0,821.0,0.0,1.0,0.0,802.3,53.0,1.0,0.0,1.0,1.0,1.0,1.0,22114.0,31180.0,26094.0,28748.0,40026.0,47987.0,-8.0,-8.0,32.1,23.6,2.0,30.5,2.0,23.6,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,7.0,2292.0,4.0,17.37,20.43,2,38,38017,1,1.0,101528,1.0
2.0,10381.0,45.0,50000.0,2982.0,10120.0,137.0,2347000.0,48.8,5204.0,156000.0,5.8,1457000.0,54.0,69.0,64.6,54.2,479.0,1083000.0,40.2,1245000.0,2552000.0,2481.0,5659.0,1273000.0,822000.0,3807590,33.0,1.0,1.0,-9.0,750.0,410.0,405.0,1.0,379.0,0.0,23.0,2.0,405.0,1.0,125.0,1.0,125.0,173.0,0.0,35.0,0.0,0.0,0.0,28.2,2.0,0.0,0.0,1.0,1.0,1.0,1.0,18000.0,21500.0,20400.0,21600.0,31900.0,35350.0,-8.0,-8.0,32.5,18.0,2.0,37.0,2.0,18.0,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,26.0,0.0,30.86,30.86,2,38,38055,1,3.0,104479,2.0171
2.0,11588.0,81.0,58000.0,2884.0,10074.0,135.0,1532000.0,47.0,5211.0,117000.0,6.9,799000.0,47.4,38.0,64.2,62.9,256.0,771000.0,45.7,780000.0,1659000.0,1154.0,5643.0,963000.0,618000.0,3807850,16.0,1.0,1.0,2.0,953.0,321.0,321.0,8.0,287.0,7.0,11.0,8.0,321.0,1.0,91.0,1.0,91.0,180.0,0.0,23.0,0.0,0.0,0.0,21.5,7.0,0.0,0.0,1.0,1.0,1.0,1.0,19000.0,24810.0,20790.0,21300.0,30750.0,30750.0,-8.0,-8.0,17.0,17.7,2.0,28.0,3.0,10.7,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,34.0,0.0,28.35,28.35,2,38,38075,1,3.0,101488,1.6867
2.0,13948.0,188.0,20000.0,4520.0,2858.0,31.0,566000.0,58.5,7547.0,38000.0,6.6,345000.0,59.7,17.0,69.7,61.8,59.0,195000.0,33.7,339000.0,579000.0,393.0,7720.0,350000.0,244000.0,3807950,13.0,1.0,1.0,2.0,1100.0,67.0,67.0,0.0,63.0,0.0,4.0,0.0,67.0,1.0,40.0,1.0,40.0,174.0,0.0,13.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,2.0,5.0,1.0,18300.0,20050.0,20300.0,20300.0,25000.0,25000.0,-8.0,-8.0,17.0,8.0,1.0,17.0,2.0,8.0,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,4.0,0.0,59.7,59.7,2,38,38083,1,3.0,103226,3.1341
5.0,6970.0,14.0,290000.0,2883.0,14140.0,218.0,4702000.0,55.7,4029.0,475000.0,8.2,2951000.0,50.7,202.0,71.4,67.0,1145.0,2394000.0,41.1,3134000.0,5631000.0,5907.0,4825.0,3152000.0,2251000.0,3808060,55.0,1.0,1.0,2.0,830.0,1094.0,1094.0,88.0,1003.0,2.0,0.0,1.0,1094.0,1.0,399.0,1.0,299.0,180.0,0.0,66.0,0.0,0.0,0.0,65.4,11.0,0.0,0.0,1.0,1.0,1.0,1.0,18200.0,23200.0,20700.0,21900.0,32700.0,34500.0,-8.0,-8.0,73.6,14.4,2.0,8.7,3.0,3.3,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,223.0,4.0,91.0,0.0,27.33,36.47,2,38,38099,1,3.0,101341,1.2634
2.0,9252.0,29.0,70000.0,3083.0,12433.0,171.0,2965000.0,57.3,4736.0,158000.0,4.9,1635000.0,50.9,102.0,70.6,61.7,568.0,1419000.0,44.2,1812000.0,3163000.0,3253.0,5053.0,1829000.0,1291000.0,3808890,45.0,1.0,1.0,2.0,100.0,590.0,590.0,2.0,579.0,1.0,5.0,3.0,590.0,1.0,207.0,1.0,116.0,180.0,0.0,49.0,0.0,0.0,0.0,44.9,4.0,0.0,0.0,1.0,1.0,1.0,1.0,18000.0,22635.0,19780.0,20720.0,30496.0,34928.0,-8.0,-8.0,33.3,23.7,1.0,33.3,3.0,12.8,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,11.0,0.0,19.66,35.08,2,38,38103,1,3.0,101492,1.9091
2.0,12869.0,135.0,50000.0,3839.0,4389.0,51.0,1121000.0,27.1,6673.0,77000.0,5.9,752000.0,57.4,39.0,63.9,57.3,171.0,482000.0,36.8,611000.0,2253000.0,919.0,13411.0,642000.0,410000.0,3809130,17.0,1.0,1.0,2.0,-9.0,180.0,180.0,0.0,179.0,0.0,0.0,1.0,180.0,1.0,60.0,1.0,30.0,175.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17400.0,20000.0,21000.0,24000.0,26700.0,28325.0,-8.0,-8.0,40.0,30.0,1.0,40.0,2.0,30.0,2.0,-8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,1.0,0.0,16.67,33.33,2,38,38029,1,3.0,100069,3.1669
2.0,12320.0,111.0,50000.0,3630.0,6343.0,91.0,1295000.0,51.4,5995.0,103000.0,7.3,719000.0,50.7,70.0,69.0,60.2,259.0,597000.0,42.1,748000.0,1456000.0,1350.0,6741.0,780000.0,538000.0,3809180,17.0,1.0,1.0,-9.0,-9.0,200.0,200.0,0.0,197.0,0.0,3.0,0.0,200.0,1.0,46.0,1.0,0.0,180.0,0.0,20.0,0.0,0.0,0.0,20.0,3.0,6.0,0.0,1.0,2.0,1.0,1.0,20800.0,30000.0,32000.0,32739.0,30812.0,32000.0,-8.0,-8.0,20.0,15.0,1.0,20.0,2.0,15.0,2.0,-8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,3.0,0.0,0.0,23.0,2,38,38059,1,2.0,100569,1.6055
1.0,13961.0,190.0,4000.0,3027.0,7141.0,102.0,429000.0,36.9,5797.0,10000.0,1.8,341000.0,59.8,20.0,56.2,51.0,76.0,219000.0,38.4,195000.0,528000.0,448.0,7135.0,219000.0,123000.0,3810110,9.0,1.0,1.0,2.0,1150.0,64.0,64.0,0.0,60.0,0.0,4.0,0.0,64.0,1.0,15.0,1.0,15.0,180.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19100.0,24000.0,21800.0,22100.0,28500.0,28500.0,-8.0,-8.0,10.0,3.3,1.0,10.0,3.0,1.1,2.0,-8.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,-8.0,2.0,2.0,-8.0,2.0,4.0,0.0,23.44,23.44,2,38,38057,1,3.0,101163,3.974
2.0,10736.0,55.0,48000.0,3372.0,7422.0,107.0,2301000.0,53.6,5738.0,115000.0,4.5,1489000.0,58.1,61.0,70.3,52.9,414.0,957000.0,37.4,1310000.0,2443000.0,2261.0,6092.0,1217000.0,856000.0,3810180,29.0,1.0,1.0,-9.0,1010.0,378.0,374.0,2.0,370.0,0.0,1.0,1.0,374.0,1.0,164.0,1.0,164.0,173.0,0.0,31.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,18275.0,32375.0,20825.0,21335.0,30005.0,30005.0,-8.0,-8.0,65.0,8.0,2.0,5.0,3.0,1.0,1.0,7.2,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,3.0,4.0,0.0,43.85,43.85,2,38,38101,1,3.0,102761,2.1256
