NumSchools,NationSizeRank,StateSizeRank,C_C14,CoreExpendPerPupil,CEPPNationRank,CEPPStateRank,TotalCurrExpend,PercExpendInstruction,CurrExpendPerPupil,TotalFedRev,PercRevFederal,TotLocalRev,PercRevLocal,RelatedChildreninPoverty,PercExpendInstructorSalary,PercExpendSalaries,KidsinDistrict,TotStateRev,PercRevState,TotExpendInstruction,DistrictTotExpend,TotPopinDistrict,TotExpendperPupil,TotalSalariesandWages,InstructionalSalaries,CCDIDLEA,NumContinueTeachers,DistrictOrLEA,Gr1-12orNot,MergedDistrict,BeginTime,TotalEnrollment,EnrollK-12,HispanicStudents,WhiteStudents,BlackStudents,AmericanIndianStudents,AsianStudents,K-12byRace,EligFreeLunch,EligFreeLunchK-12,ParticLunchProg,ApprovedK-12,DaysSchYr,HispanicTeachers,WhiteTeachers,BlackTeachers,AmericanIndianTeachers,AsianTeachers,FTETeachersCnt,NewTeacherHires,DismissedTeachers<4yrs,DismissedTeachers>4yrs,UnionAgreement,AgreementType,TeacherContractYear,SalarySchedule,BA-NoExp,BA-10yrs,MS-NoExp,MS-30Cr,MS-20yrs,HighestSteponSalarySchd,LowestSalary,HighestSalary,BenefitRateTeacher,BenefitRateNonProf,Benefit-Admin-Same/Other,BenefitAdminRate,Benefit-Aides-Same/Other,BenefitRateAides,OtherAgencyContribrute,OtherAgencyContributeRate,Benefit-Medical,Benefit-Dental,Benefit-Life,Benefit-Housing,Benefit-Meal,Benefit-Transport,HasCharter,NumCharter,MigrantStudentLstYr,MigrantStudentLstSmr,NumMigrantStudent,LEASIZE,NumMinorityStudentsDistrict,NumMinorityTeachers,PercStudApprovedLunchDisc,PercStudEligLunchDisc,REGION,STATE,STCNTY,SURVEY,URBANID,CNTLNUM,DFNLWGT
4.0,5030.0,61.0,251000.0,3281.0,12971.0,192.0,8616000.0,60.5,4585.0,869000.0,9.2,2134000.0,22.6,526.0,68.9,66.6,1979.0,6447000.0,68.2,5412000.0,8941000.0,10702.0,4758.0,5742000.0,3958000.0,511610,121.0,1.0,1.0,2.0,-9.0,1860.0,1860.0,0.0,1852.0,8.0,0.0,0.0,1860.0,1.0,861.0,1.0,621.0,178.0,0.0,132.0,0.0,0.0,0.0,130.0,11.0,0.0,0.0,2.0,-8.0,1.0,1.0,22000.0,27150.0,25880.0,27820.0,33605.0,35945.0,-8.0,-8.0,21.0,21.0,1.0,21.0,2.0,21.0,2.0,-8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-8.0,1.0,2.0,12.0,4.0,8.0,0.0,33.39,46.29,3,5,5121,1,3.0,104465,2.4087
2.0,11205.0,257.0,65000.0,3282.0,11384.0,104.0,1688000.0,57.3,4965.0,183000.0,9.8,404000.0,21.6,90.0,65.9,63.3,333.0,1285000.0,68.6,1037000.0,1811000.0,1805.0,5326.0,1069000.0,704000.0,511640,26.0,1.0,1.0,2.0,1055.0,307.0,295.0,0.0,294.0,1.0,0.0,0.0,295.0,1.0,295.0,1.0,285.0,178.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,-8.0,2.0,1.0,20500.0,24500.0,23500.0,24500.0,31300.0,32800.0,-8.0,-8.0,25.4,25.4,1.0,25.4,2.0,25.4,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,6.0,3.0,1.0,0.0,96.61,100.0,3,5,5121,1,3.0,100680,3.2855
37.0,309.0,2.0,2565000.0,3723.0,8144.0,24.0,111938000.0,51.2,5589.0,8539000.0,6.9,45368000.0,36.4,3854.0,59.4,71.2,24426.0,70574000.0,56.7,63343000.0,123726000.0,120029.0,6177.0,79661000.0,47307000.0,511850,1250.0,1.0,1.0,2.0,-9.0,18825.0,18825.0,0.0,12424.0,6401.0,0.0,0.0,18825.0,1.0,8471.0,1.0,8471.0,178.0,0.0,1095.0,282.0,0.0,0.0,1377.0,127.0,0.0,1.0,1.0,1.0,1.0,1.0,21248.0,28434.0,23900.0,25853.0,39109.0,43988.0,-8.0,-8.0,64.3,24.2,2.0,11.4,3.0,10.4,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,7.0,6401.0,282.0,45.0,45.0,3,5,5119,1,1.0,102826,1.0645
16.0,813.0,5.0,493000.0,3160.0,13484.0,243.0,43952000.0,53.8,4408.0,2632000.0,5.1,20701000.0,39.8,1205.0,65.5,71.5,9739.0,28709000.0,55.2,27549000.0,51247000.0,54219.0,5139.0,31418000.0,20576000.0,511970,562.0,1.0,1.0,2.0,214.0,10674.0,10648.0,1975.0,8413.0,51.0,49.0,160.0,10648.0,1.0,3758.0,1.0,3758.0,175.0,7.0,605.0,1.0,12.0,2.0,592.8,65.0,0.0,0.0,2.0,-8.0,2.0,1.0,25807.0,33238.0,28036.0,29523.0,42898.0,49584.0,-8.0,-8.0,21.0,21.0,1.0,21.0,2.0,21.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,1137.0,7.0,2235.0,22.0,35.29,35.29,3,5,5007,1,1.0,103389,1.0645
10.0,1653.0,14.0,504000.0,3556.0,11681.0,114.0,26884000.0,59.0,4904.0,1586000.0,5.3,16864000.0,55.9,1006.0,66.6,64.1,5607.0,11739000.0,38.9,17216000.0,29184000.0,31565.0,5324.0,17237000.0,11474000.0,512060,381.0,1.0,1.0,2.0,945.0,5619.0,5335.0,188.0,4721.0,324.0,37.0,65.0,5335.0,1.0,2897.0,1.0,1800.0,178.0,2.0,402.0,5.0,0.0,1.0,410.0,29.0,0.0,0.0,2.0,-8.0,2.0,1.0,25600.0,30900.0,27290.0,28350.0,37890.0,49550.0,-8.0,-8.0,19.7,22.6,1.0,19.7,2.0,22.6,1.0,0.4,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,187.0,6.0,614.0,8.0,33.74,54.3,3,5,5115,1,3.0,103376,0.9505
2.0,13019.0,307.0,31000.0,3370.0,9109.0,41.0,832000.0,46.7,5403.0,187000.0,16.6,158000.0,14.1,38.0,66.9,63.5,149.0,779000.0,69.3,455000.0,975000.0,771.0,6331.0,528000.0,353000.0,512150,16.0,1.0,1.0,2.0,1125.0,133.0,133.0,1.0,130.0,2.0,0.0,0.0,133.0,1.0,100.0,1.0,100.0,178.0,0.0,17.0,0.0,0.0,0.0,16.5,1.0,0.0,0.0,2.0,-8.0,2.0,1.0,20000.0,24000.0,23000.0,23000.0,30000.0,30000.0,-8.0,-8.0,20.0,20.0,1.0,20.0,2.0,20.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,2.0,3.0,0.0,75.19,75.19,3,5,5141,1,3.0,101455,4.3819
2.0,10168.0,225.0,148000.0,3261.0,11344.0,103.0,2382000.0,57.9,4973.0,323000.0,11.0,1324000.0,45.1,208.0,66.4,59.8,506.0,1287000.0,43.9,1468000.0,2534000.0,4264.0,5290.0,1425000.0,946000.0,512420,39.0,1.0,1.0,2.0,-9.0,460.0,460.0,0.0,457.0,1.0,2.0,0.0,460.0,1.0,322.0,1.0,322.0,178.0,0.0,42.0,0.0,0.0,1.0,33.0,4.0,0.0,0.0,2.0,-8.0,1.0,1.0,21000.0,25000.0,24000.0,24000.0,31400.0,31400.0,-8.0,-8.0,12.0,12.0,1.0,12.0,2.0,12.0,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,1.0,2.0,28.0,3.0,3.0,1.0,70.0,70.0,3,5,5141,1,3.0,101927,3.1924
5.0,3651.0,38.0,218000.0,3273.0,12733.0,172.0,12681000.0,56.5,4654.0,652000.0,4.6,5145000.0,36.2,351.0,67.1,65.6,3312.0,8423000.0,59.2,8119000.0,14363000.0,17198.0,5271.0,8325000.0,5589000.0,512450,180.0,1.0,1.0,2.0,625.0,2791.0,2791.0,323.0,2341.0,6.0,105.0,16.0,2791.0,1.0,2194.0,1.0,2194.0,174.0,4.0,190.0,0.0,4.0,0.0,170.0,18.0,0.0,0.0,2.0,-8.0,2.0,1.0,24053.0,28153.0,25253.0,25853.0,33959.0,37902.0,-8.0,-8.0,32.0,43.7,1.0,32.0,2.0,43.7,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,250.0,5.0,450.0,8.0,78.61,78.61,3,5,5007,1,2.0,102587,1.8698
6.0,4125.0,44.0,444000.0,3575.0,9569.0,52.0,12731000.0,55.7,5313.0,1226000.0,9.1,3928000.0,29.0,640.0,65.8,65.2,2890.0,8382000.0,61.9,7684000.0,13783000.0,15188.0,5753.0,8304000.0,5468000.0,512520,155.0,1.0,1.0,2.0,-9.0,2512.0,2512.0,58.0,1810.0,626.0,6.0,12.0,2512.0,1.0,1261.0,1.0,1261.0,178.0,0.0,151.0,12.0,0.0,0.0,151.0,8.0,0.0,0.0,2.0,-8.0,2.0,1.0,20624.0,26076.0,26099.0,28980.0,34780.0,37734.0,-8.0,-8.0,23.0,21.0,1.0,23.0,3.0,29.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,5.0,702.0,12.0,50.2,50.2,3,5,5029,1,3.0,103173,1.6334
2.0,11452.0,269.0,64000.0,3658.0,9610.0,54.0,1645000.0,61.9,5306.0,146000.0,8.3,625000.0,35.5,108.0,66.8,66.5,393.0,991000.0,56.2,1053000.0,1702000.0,2035.0,5490.0,1094000.0,731000.0,512600,20.0,1.0,1.0,2.0,-9.0,280.0,280.0,6.0,171.0,103.0,0.0,0.0,280.0,1.0,142.0,1.0,142.0,180.0,0.0,20.0,2.0,0.0,0.0,21.5,2.0,0.0,0.0,2.0,-8.0,1.0,1.0,23000.0,26600.0,26000.0,26000.0,34500.0,34500.0,-8.0,-8.0,80.0,17.0,1.0,80.0,3.0,3.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,109.0,2.0,50.71,50.71,3,5,5039,1,3.0,103252,3.5496
2.0,10316.0,230.0,70000.0,3050.0,13430.0,238.0,2030000.0,49.5,4432.0,243000.0,10.0,438000.0,18.0,25.0,64.3,67.5,275.0,1755000.0,72.0,1318000.0,2662000.0,1301.0,5812.0,1370000.0,881000.0,512630,40.0,1.0,1.0,2.0,-9.0,490.0,490.0,3.0,484.0,3.0,0.0,0.0,490.0,1.0,240.0,1.0,0.0,178.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,-8.0,1.0,1.0,20170.0,24012.0,23170.0,26100.0,31400.0,31400.0,-8.0,-8.0,15.0,15.0,1.0,15.0,2.0,15.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,6.0,0.0,0.0,48.98,3,5,5057,1,3.0,102442,3.4175
14.0,800.0,4.0,929000.0,3525.0,12814.0,181.0,46853000.0,62.0,4627.0,2733000.0,4.9,21924000.0,39.5,1533.0,69.1,65.9,10700.0,30789000.0,55.5,31452000.0,50702000.0,54852.0,5007.0,30856000.0,21308000.0,512660,562.0,1.0,1.0,2.0,246.0,10703.0,10703.0,1691.0,8427.0,92.0,52.0,441.0,10703.0,1.0,3722.0,1.0,3722.0,178.0,3.0,621.0,1.0,6.0,3.0,634.0,72.0,0.0,0.0,2.0,-8.0,3.0,1.0,29450.0,35525.0,31250.0,33050.0,43525.0,52225.0,-8.0,-8.0,15.5,15.0,1.0,15.5,1.0,15.5,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,1088.0,7.0,2276.0,13.0,34.78,34.78,3,5,5143,1,1.0,102247,1.0645
2.0,11330.0,263.0,33000.0,3193.0,12670.0,164.0,1524000.0,59.9,4675.0,117000.0,6.3,1001000.0,53.8,78.0,70.2,60.2,342.0,743000.0,39.9,953000.0,1592000.0,1433.0,4883.0,918000.0,644000.0,512990,28.0,1.0,1.0,2.0,230.0,364.0,350.0,5.0,345.0,0.0,0.0,0.0,350.0,1.0,177.0,1.0,177.0,178.0,0.0,31.0,0.0,0.0,0.0,26.5,3.0,0.0,0.0,2.0,-8.0,2.0,1.0,20500.0,24500.0,23500.0,23700.0,31300.0,31500.0,-8.0,-8.0,26.7,26.7,1.0,26.7,2.0,26.7,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,3.0,5.0,0.0,50.57,50.57,3,5,5063,1,3.0,102529,3.5981
10.0,1802.0,146.0,1302000.0,3610.0,11234.0,99.0,25492000.0,57.7,4996.0,2944000.0,10.3,8128000.0,28.5,1843.0,62.5,70.4,6336.0,17486000.0,61.2,15957000.0,27643000.0,31523.0,5418.0,17936000.0,11218000.0,513110,360.0,1.0,1.0,2.0,143.0,4739.0,4739.0,61.0,2477.0,2187.0,10.0,4.0,4739.0,1.0,2604.0,1.0,2604.0,178.0,1.0,341.0,72.0,0.0,3.0,417.0,57.0,0.0,0.0,2.0,-8.0,1.0,1.0,20437.0,27120.0,23503.0,24729.0,36201.0,37427.0,-8.0,-8.0,31.2,30.4,1.0,31.2,2.0,30.4,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,5.0,2262.0,76.0,54.95,54.95,3,5,5091,1,1.0,101404,1.2423
2.0,11579.0,276.0,100000.0,3007.0,12728.0,169.0,1378000.0,51.1,4655.0,192000.0,11.2,330000.0,19.2,61.0,60.1,67.7,291.0,1196000.0,69.6,783000.0,1531000.0,1796.0,5172.0,933000.0,561000.0,513265,17.0,1.0,1.0,2.0,-9.0,290.0,275.0,0.0,275.0,0.0,0.0,0.0,275.0,1.0,192.0,1.0,192.0,178.0,0.0,22.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,2.0,-8.0,1.0,1.0,20000.0,25061.0,23000.0,23000.0,30400.0,30400.0,-8.0,-8.0,25.0,25.0,1.0,25.0,2.0,25.0,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,3.0,0.0,0.0,69.82,69.82,3,5,5137,1,3.0,102263,3.5917
10.0,1687.0,15.0,596000.0,3252.0,13272.0,225.0,24265000.0,46.6,4496.0,2109000.0,7.4,7851000.0,27.4,1224.0,70.2,66.0,5718.0,18718000.0,65.3,15641000.0,33539000.0,27388.0,6214.0,16005000.0,11235000.0,513410,357.0,1.0,1.0,2.0,350.0,5706.0,5428.0,251.0,4821.0,85.0,99.0,172.0,5428.0,1.0,2033.0,1.0,2033.0,179.0,4.0,276.0,2.0,116.0,4.0,339.0,45.0,0.0,1.0,2.0,-8.0,2.0,1.0,26520.0,30960.0,28920.0,31320.0,37800.0,44640.0,-8.0,-8.0,22.7,22.7,1.0,22.7,2.0,22.7,2.0,-8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,285.0,6.0,607.0,126.0,37.45,37.45,3,5,5033,1,2.0,104569,1.3185
3.0,5394.0,67.0,323000.0,2894.0,13746.0,272.0,7391000.0,55.8,4295.0,2131000.0,22.3,1700000.0,17.8,504.0,66.5,65.1,1591.0,5713000.0,59.9,4526000.0,8107000.0,8850.0,4711.0,4814000.0,3200000.0,513680,106.0,1.0,1.0,2.0,306.0,1679.0,1679.0,101.0,1524.0,4.0,24.0,26.0,1679.0,1.0,856.0,1.0,856.0,178.0,0.0,116.0,0.0,1.0,0.0,109.0,11.0,0.0,0.0,2.0,-8.0,2.0,1.0,21860.0,25860.0,25139.0,26139.0,33139.0,34539.0,-8.0,-8.0,23.7,23.7,1.0,23.7,3.0,25.7,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,2.0,160.0,4.0,155.0,1.0,50.98,50.98,3,5,5127,1,3.0,103966,2.9121
5.0,2990.0,28.0,715000.0,3491.0,12562.0,157.0,15563000.0,64.6,4702.0,1582000.0,9.6,2680000.0,16.3,913.0,69.6,69.5,3545.0,12202000.0,74.1,10474000.0,16213000.0,17181.0,4898.0,10812000.0,7529000.0,513930,195.0,1.0,1.0,-9.0,125.0,3331.0,3331.0,3.0,1518.0,1803.0,0.0,7.0,3331.0,1.0,1610.0,1.0,1610.0,178.0,0.0,140.0,66.0,0.0,0.0,189.0,11.0,0.0,0.0,2.0,-8.0,1.0,1.0,26300.0,31300.0,28500.0,28500.0,38500.0,41000.0,-8.0,-8.0,21.0,21.0,1.0,21.0,2.0,21.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,5.0,1813.0,66.0,48.33,48.33,3,5,5069,1,1.0,101060,1.756
2.0,10416.0,233.0,54000.0,3260.0,11998.0,124.0,2162000.0,59.3,4837.0,141000.0,5.8,1265000.0,51.9,67.0,67.6,62.3,366.0,1032000.0,42.3,1338000.0,2256000.0,1979.0,5047.0,1347000.0,911000.0,513950,37.0,1.0,1.0,2.0,235.0,454.0,454.0,8.0,438.0,2.0,2.0,4.0,454.0,1.0,201.0,1.0,201.0,180.0,0.0,42.0,0.0,0.0,0.0,36.5,5.0,0.0,0.0,2.0,-8.0,1.0,1.0,22000.0,26000.0,25300.0,25300.0,34600.0,34600.0,-8.0,-8.0,25.4,25.4,1.0,25.4,2.0,25.4,2.0,-8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-8.0,1.0,2.0,28.0,3.0,16.0,0.0,44.27,44.27,3,5,5111,1,3.0,104216,3.2348
4.0,3482.0,35.0,560000.0,3106.0,13835.0,279.0,12097000.0,42.4,4251.0,1342000.0,9.4,3267000.0,22.8,718.0,67.0,70.3,2818.0,9739000.0,67.9,7849000.0,18513000.0,12567.0,6505.0,8500000.0,5697000.0,514430,171.0,1.0,1.0,2.0,-9.0,2782.0,2782.0,7.0,1879.0,882.0,1.0,13.0,2782.0,1.0,1293.0,1.0,1293.0,178.0,0.0,170.0,15.0,0.0,1.0,186.0,15.0,0.0,0.0,2.0,-8.0,1.0,1.0,23200.0,28200.0,26400.0,26400.0,36400.0,36400.0,-8.0,-8.0,23.7,25.7,1.0,23.7,2.0,25.7,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,48.0,5.0,903.0,16.0,46.48,46.48,3,5,5037,1,3.0,100670,1.6931
18.0,455.0,87.0,2090000.0,3197.0,11599.0,811.0,75170000.0,57.1,4920.0,5254000.0,6.6,16357000.0,20.6,3391.0,68.4,64.6,16277.0,57880000.0,72.8,48848000.0,85595000.0,64046.0,5603.0,48566000.0,33236000.0,600014,622.0,1.0,1.0,2.0,-9.0,15608.0,15204.0,5001.0,8899.0,904.0,123.0,277.0,15204.0,1.0,15066.0,1.0,8065.0,180.0,46.0,614.0,19.0,8.0,8.0,685.6,73.0,0.0,0.0,1.0,1.0,3.0,1.0,30502.0,46015.0,31927.0,32791.0,57213.0,61005.0,-8.0,-8.0,15.6,5.4,2.0,1.1,3.0,1.6,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,7.0,6305.0,81.0,53.05,99.09,4,6,6071,1,2.0,102445,1.5861
7.0,1650.0,253.0,0.0,3970.0,5691.0,237.0,33983000.0,41.3,6182.0,901000.0,2.3,21348000.0,53.9,152.0,69.7,67.3,3830.0,17367000.0,43.8,21825000.0,52909000.0,33368.0,9625.0,22855000.0,15934000.0,600025,275.0,1.0,1.0,2.0,-9.0,5895.0,5895.0,463.0,4836.0,102.0,7.0,487.0,5895.0,1.0,427.0,1.0,366.0,182.0,10.0,268.0,4.0,0.0,15.0,293.0,22.0,3.0,0.0,1.0,1.0,3.0,1.0,29054.0,43236.0,35000.0,38000.0,57000.0,60000.0,-8.0,-8.0,30.0,30.0,1.0,30.0,2.0,30.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,2.0,2.0,-8.0,6.0,1059.0,29.0,6.21,7.24,4,6,6037,1,2.0,103251,4.359
3.0,6198.0,529.0,89000.0,2958.0,9338.0,494.0,7476000.0,49.7,5359.0,245000.0,3.0,3344000.0,40.4,179.0,61.5,62.0,1407.0,4686000.0,56.6,4126000.0,8297000.0,6915.0,5948.0,4632000.0,2850000.0,600026,52.0,1.0,1.0,2.0,1255.0,1297.0,1293.0,155.0,1117.0,6.0,4.0,11.0,1293.0,1.0,500.0,1.0,500.0,180.0,4.0,59.0,0.0,0.0,0.0,63.0,11.0,2.0,0.0,1.0,1.0,1.0,1.0,29280.0,34500.0,39619.0,41242.0,50347.0,54676.0,-8.0,-8.0,11.0,4.0,1.0,11.0,2.0,4.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,4.0,176.0,4.0,38.67,38.67,4,6,6029,1,2.0,103439,6.2311
18.0,466.0,89.0,1404000.0,3490.0,11263.0,756.0,75228000.0,46.7,4990.0,5076000.0,5.2,23929000.0,24.6,2260.0,70.0,64.2,15859.0,68096000.0,70.1,47141000.0,100861000.0,74116.0,6690.0,48270000.0,33787000.0,600027,678.0,1.0,1.0,2.0,-9.0,16397.0,16397.0,5382.0,9595.0,654.0,266.0,500.0,16397.0,1.0,6293.0,1.0,6293.0,180.0,54.0,693.0,22.0,3.0,6.0,737.0,100.0,3.0,0.0,1.0,1.0,1.0,1.0,31524.0,40981.0,35714.0,39843.0,49249.0,64561.0,-8.0,-8.0,23.1,46.1,1.0,23.1,3.0,13.1,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,20.0,7.0,6802.0,85.0,38.38,38.38,4,6,6065,1,2.0,102179,1.8224
1.0,14264.0,1003.0,0.0,8196.0,215.0,59.0,668000.0,52.2,14522.0,14000.0,1.9,160000.0,22.0,12.0,61.6,62.0,53.0,553000.0,76.1,377000.0,722000.0,495.0,15696.0,414000.0,255000.0,600031,7.0,1.0,1.0,2.0,-9.0,40.0,40.0,2.0,34.0,0.0,3.0,1.0,40.0,1.0,18.0,1.0,18.0,146.0,1.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,-8.0,3.0,1.0,22472.0,30627.0,25787.0,26558.0,43202.0,51311.0,-8.0,-8.0,19.0,22.0,1.0,19.0,2.0,22.0,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,2.0,6.0,1.0,45.0,45.0,4,6,6053,1,2.0,101924,0.8067
6.0,3881.0,407.0,466000.0,3610.0,6231.0,263.0,15362000.0,52.9,6022.0,1328000.0,8.2,2481000.0,15.4,1150.0,63.1,64.6,3012.0,12321000.0,76.4,9210000.0,17425000.0,10766.0,6831.0,9924000.0,6267000.0,600033,131.0,1.0,1.0,2.0,-9.0,2782.0,2642.0,1636.0,792.0,208.0,0.0,6.0,2642.0,1.0,1560.0,1.0,1414.0,180.0,11.0,135.0,5.0,0.0,1.0,151.8,21.0,1.0,0.0,1.0,1.0,3.0,1.0,27219.0,30465.0,29496.0,33483.0,51932.0,53072.0,-8.0,-8.0,17.3,28.2,1.0,17.3,2.0,28.2,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,112.0,5.0,1850.0,17.0,53.52,59.05,4,6,6047,1,2.0,101450,6.3732
4.0,5932.0,521.0,0.0,2837.0,12872.0,973.0,6917000.0,43.8,4614.0,1055000.0,10.3,2925000.0,28.6,370.0,64.0,63.4,1266.0,6242000.0,61.1,4252000.0,9700000.0,6200.0,6471.0,4384000.0,2805000.0,600040,66.0,1.0,1.0,2.0,238.0,1880.0,1520.0,1064.0,296.0,110.0,5.0,45.0,1520.0,1.0,1072.0,1.0,1072.0,180.0,11.0,63.0,1.0,0.0,7.0,79.0,16.0,4.0,0.0,1.0,1.0,5.0,1.0,27000.0,33000.0,32000.0,35500.0,45000.0,52500.0,-8.0,-8.0,55.0,23.0,1.0,55.0,2.0,23.0,1.0,80.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,395.0,4.0,1224.0,19.0,70.53,70.53,4,6,6019,1,2.0,100783,5.1527
5.0,4285.0,439.0,36000.0,3301.0,10242.0,606.0,11915000.0,59.6,5183.0,705000.0,5.5,3493000.0,27.3,685.0,70.0,65.3,2472.0,8599000.0,67.2,7589000.0,12731000.0,10724.0,5538.0,7786000.0,5452000.0,600045,110.0,1.0,1.0,2.0,-9.0,2400.0,2400.0,542.0,1858.0,0.0,0.0,0.0,2400.0,1.0,65.0,1.0,65.0,180.0,3.0,117.0,0.0,0.0,0.0,120.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,32000.0,41000.0,32300.0,33000.0,47000.0,54500.0,-8.0,-8.0,21.0,39.9,1.0,21.0,2.0,39.9,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,753.0,5.0,542.0,3.0,2.71,2.71,4,6,6021,1,3.0,103839,7.3132
18.0,666.0,128.0,440000.0,3144.0,11642.0,821.0,56582000.0,57.4,4912.0,2321000.0,2.7,38235000.0,45.1,1281.0,67.2,66.4,9261.0,44285000.0,52.2,36210000.0,63051000.0,43710.0,5474.0,37586000.0,25245000.0,600047,524.0,1.0,1.0,1.0,835.0,18553.0,12761.0,3673.0,6807.0,820.0,162.0,1299.0,12761.0,1.0,2820.0,1.0,2820.0,180.0,53.0,554.0,7.0,8.0,22.0,622.0,120.0,0.0,0.0,1.0,1.0,3.0,1.0,33062.0,36601.0,35786.0,35786.0,46856.0,63656.0,-8.0,-8.0,31.3,41.3,1.0,31.3,2.0,41.3,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,500.0,7.0,5954.0,90.0,22.1,22.1,4,6,6077,1,2.0,103516,2.0549
30.0,271.0,50.0,1990000.0,3628.0,11116.0,727.0,110976000.0,59.2,5017.0,8099000.0,6.0,32898000.0,24.2,3441.0,69.2,72.0,25043.0,94886000.0,69.8,75019000.0,126741000.0,110083.0,5729.0,79909000.0,55261000.0,601620,1092.0,1.0,1.0,2.0,952.0,24020.0,20031.0,6724.0,3077.0,1979.0,73.0,8178.0,20031.0,1.0,7040.0,1.0,7040.0,180.0,240.0,760.0,50.0,5.0,142.0,1192.0,105.0,7.0,1.0,1.0,1.0,2.0,1.0,31031.0,38147.0,33156.0,34388.0,52014.0,66016.0,-8.0,-8.0,11.5,15.5,1.0,11.5,2.0,15.5,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,655.0,7.0,16954.0,437.0,35.15,35.15,4,6,6037,1,2.0,103581,1.3067
18.0,763.0,137.0,595000.0,3975.0,9423.0,505.0,56005000.0,53.0,5343.0,2881000.0,4.1,28047000.0,39.4,1533.0,67.9,68.1,12229.0,40205000.0,56.5,35944000.0,67801000.0,83502.0,6469.0,38118000.0,25889000.0,601770,448.0,1.0,1.0,2.0,1000.0,11578.0,10802.0,1320.0,3723.0,1604.0,197.0,3958.0,10802.0,1.0,2953.0,1.0,2953.0,180.0,24.0,439.0,21.0,1.0,48.0,518.1,85.0,7.0,2.0,1.0,1.0,3.0,1.0,30472.0,37340.0,32060.0,38927.0,46054.0,59335.0,-8.0,-8.0,19.3,35.6,2.0,12.0,3.0,32.4,2.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,7.0,7079.0,94.0,27.34,27.34,4,6,6001,1,1.0,103451,2.1817
