LEAID,CENSUSID,FIPST,FIPSCO,CMSA,STNAME,STABBR,SCHLEV,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,TCURINST,TCURSSVC,TCUROTH,TNONELSE,TCAPOUT,TotalSalaries,TotalEmployeeBenefits
100240,3500100100000,4,1,0,ARIZONA,AZ,1,357000.0,0.0,76000.0,281000.0,363000.0,275000.0,130000.0,139000.0,6000.0,1000.0,16000.0,165000.0,47000.0
100270,3500100300000,4,1,0,ARIZONA,AZ,3,39577000.0,16882000.0,17258000.0,5437000.0,34778000.0,31568000.0,15099000.0,14299000.0,2170000.0,9000.0,3073000.0,20002000.0,3648000.0
101410,3500100600000,4,1,0,ARIZONA,AZ,3,24643000.0,6890000.0,15411000.0,2342000.0,24010000.0,21738000.0,6609000.0,13736000.0,1393000.0,0.0,1812000.0,9226000.0,1799000.0
100420,3500101200000,4,1,0,ARIZONA,AZ,3,9487000.0,4313000.0,4186000.0,988000.0,8959000.0,7064000.0,3485000.0,3004000.0,575000.0,2000.0,1832000.0,4504000.0,937000.0
102550,3500101300000,4,1,0,ARIZONA,AZ,3,6954000.0,503000.0,83000.0,6368000.0,6351000.0,5784000.0,3208000.0,2211000.0,365000.0,4000.0,492000.0,3814000.0,922000.0
100510,3500101600000,4,1,0,ARIZONA,AZ,3,24553000.0,9408000.0,12098000.0,3047000.0,26754000.0,20254000.0,10292000.0,8636000.0,1326000.0,138000.0,4311000.0,14140000.0,2589000.0
100090,3500140100000,4,1,0,ARIZONA,AZ,3,9651000.0,5144000.0,4111000.0,396000.0,7549000.0,6645000.0,3246000.0,3010000.0,389000.0,1000.0,903000.0,4299000.0,834000.0
100540,3500140200000,4,1,0,ARIZONA,AZ,1,543000.0,19000.0,241000.0,283000.0,488000.0,332000.0,160000.0,169000.0,3000.0,1000.0,19000.0,228000.0,32000.0
101860,3500200100000,4,3,0,ARIZONA,AZ,1,167000.0,31000.0,89000.0,47000.0,148000.0,123000.0,74000.0,48000.0,1000.0,0.0,2000.0,82000.0,14000.0
102635,3500200300000,4,3,0,ARIZONA,AZ,1,3559000.0,221000.0,2162000.0,1176000.0,3458000.0,3093000.0,1730000.0,1078000.0,285000.0,0.0,227000.0,2188000.0,397000.0
100600,3500200400000,4,3,0,ARIZONA,AZ,2,2901000.0,276000.0,1315000.0,1310000.0,2794000.0,2458000.0,1220000.0,1202000.0,36000.0,7000.0,180000.0,1738000.0,335000.0
100630,3500200600000,4,3,0,ARIZONA,AZ,3,1057000.0,46000.0,241000.0,770000.0,1053000.0,976000.0,411000.0,554000.0,11000.0,0.0,67000.0,678000.0,143000.0
100660,3500200700000,4,3,0,ARIZONA,AZ,3,36147000.0,3668000.0,19034000.0,13445000.0,32485000.0,27938000.0,15727000.0,10455000.0,1756000.0,199000.0,1137000.0,20069000.0,3613000.0
100690,3500200800000,4,3,0,ARIZONA,AZ,1,1256000.0,27000.0,2000.0,1227000.0,1047000.0,870000.0,518000.0,327000.0,25000.0,0.0,108000.0,585000.0,116000.0
100750,3500201200000,4,3,0,ARIZONA,AZ,1,983000.0,43000.0,762000.0,178000.0,972000.0,893000.0,584000.0,293000.0,16000.0,0.0,79000.0,615000.0,135000.0
100810,3500201400000,4,3,0,ARIZONA,AZ,1,360000.0,17000.0,244000.0,99000.0,372000.0,232000.0,150000.0,79000.0,3000.0,0.0,24000.0,164000.0,37000.0
103420,3500201900000,4,3,0,ARIZONA,AZ,1,650000.0,35000.0,490000.0,125000.0,612000.0,560000.0,318000.0,207000.0,35000.0,0.0,52000.0,369000.0,73000.0
100930,3500202700000,4,3,0,ARIZONA,AZ,3,7399000.0,660000.0,4071000.0,2668000.0,6706000.0,6127000.0,3118000.0,2619000.0,390000.0,3000.0,425000.0,4063000.0,1018000.0
102610,3500300100000,4,5,2620,ARIZONA,AZ,3,65315000.0,4850000.0,25808000.0,34657000.0,63872000.0,52167000.0,30542000.0,18541000.0,3084000.0,957000.0,6037000.0,35789000.0,7358000.0
100960,3500300200000,4,5,2620,ARIZONA,AZ,3,2777000.0,289000.0,1450000.0,1038000.0,2334000.0,2112000.0,1241000.0,736000.0,135000.0,0.0,153000.0,1406000.0,338000.0
100990,3500300300000,4,5,2620,ARIZONA,AZ,3,2874000.0,641000.0,692000.0,1541000.0,2462000.0,2154000.0,1255000.0,835000.0,64000.0,0.0,247000.0,1504000.0,249000.0
101020,3500300400000,4,5,2620,ARIZONA,AZ,1,1290000.0,52000.0,564000.0,674000.0,1166000.0,752000.0,376000.0,334000.0,42000.0,9000.0,154000.0,481000.0,105000.0
101050,3500300500000,4,5,2620,ARIZONA,AZ,3,22601000.0,11832000.0,8292000.0,2477000.0,18562000.0,16698000.0,8704000.0,7154000.0,840000.0,11000.0,1633000.0,11299000.0,2074000.0
101110,3500380100000,4,5,2620,ARIZONA,AZ,3,23071000.0,5355000.0,5662000.0,12054000.0,19662000.0,16638000.0,9067000.0,6280000.0,1291000.0,52000.0,1664000.0,10985000.0,2011000.0
102970,3500400100000,4,7,0,ARIZONA,AZ,3,10192000.0,757000.0,6688000.0,2747000.0,9962000.0,9279000.0,5074000.0,3501000.0,704000.0,26000.0,635000.0,6324000.0,1293000.0
101140,3500400200000,4,7,0,ARIZONA,AZ,3,4654000.0,257000.0,1162000.0,3235000.0,4127000.0,3076000.0,1538000.0,1254000.0,284000.0,30000.0,793000.0,1947000.0,292000.0
101290,3500400400000,4,7,0,ARIZONA,AZ,1,484000.0,3000.0,243000.0,238000.0,443000.0,300000.0,203000.0,94000.0,3000.0,0.0,30000.0,201000.0,42000.0
100450,3500400600000,4,7,0,ARIZONA,AZ,1,2419000.0,90000.0,902000.0,1427000.0,2009000.0,1310000.0,728000.0,502000.0,80000.0,6000.0,54000.0,885000.0,210000.0
101350,3500400700000,4,7,0,ARIZONA,AZ,3,14041000.0,6656000.0,6077000.0,1308000.0,10245000.0,8998000.0,4678000.0,3531000.0,789000.0,0.0,1247000.0,5999000.0,1141000.0
100180,3500401000000,4,7,0,ARIZONA,AZ,3,811000.0,40000.0,213000.0,558000.0,783000.0,742000.0,427000.0,284000.0,31000.0,0.0,41000.0,505000.0,104000.0
101380,3500500100000,4,9,0,ARIZONA,AZ,1,687000.0,17000.0,478000.0,192000.0,695000.0,568000.0,342000.0,221000.0,5000.0,0.0,65000.0,374000.0,96000.0
101620,3500500300000,4,9,0,ARIZONA,AZ,3,5327000.0,2539000.0,2535000.0,253000.0,3927000.0,3405000.0,1674000.0,1467000.0,264000.0,0.0,375000.0,2252000.0,460000.0
101470,3500500400000,4,9,0,ARIZONA,AZ,6,32000.0,0.0,24000.0,8000.0,57000.0,33000.0,1000.0,32000.0,0.0,0.0,0.0,14000.0,1000.0
101590,3500500500000,4,9,0,ARIZONA,AZ,3,3443000.0,317000.0,2644000.0,482000.0,3257000.0,2803000.0,1603000.0,960000.0,240000.0,0.0,237000.0,1842000.0,350000.0
101660,3500500700000,4,9,0,ARIZONA,AZ,1,1357000.0,138000.0,913000.0,306000.0,1251000.0,940000.0,451000.0,408000.0,81000.0,0.0,17000.0,551000.0,131000.0
101680,3500600100000,4,11,0,ARIZONA,AZ,1,56000.0,0.0,31000.0,25000.0,47000.0,45000.0,32000.0,12000.0,1000.0,0.0,2000.0,29000.0,3000.0
101710,3500600200000,4,11,0,ARIZONA,AZ,3,2132000.0,119000.0,722000.0,1291000.0,2587000.0,1722000.0,904000.0,684000.0,134000.0,0.0,672000.0,1220000.0,306000.0
101740,3500600300000,4,11,0,ARIZONA,AZ,3,3072000.0,139000.0,1324000.0,1609000.0,3307000.0,3046000.0,1572000.0,1282000.0,192000.0,0.0,259000.0,1932000.0,424000.0
101230,3500600400000,4,11,0,ARIZONA,AZ,3,6472000.0,111000.0,1000.0,6360000.0,6046000.0,4641000.0,2516000.0,1902000.0,223000.0,157000.0,926000.0,3453000.0,481000.0
101770,3500690100000,4,11,0,ARIZONA,AZ,3,35000.0,0.0,12000.0,23000.0,57000.0,48000.0,38000.0,9000.0,1000.0,0.0,9000.0,28000.0,10000.0
101830,3500700100000,4,13,6200,ARIZONA,AZ,1,1219000.0,197000.0,731000.0,291000.0,1148000.0,844000.0,437000.0,291000.0,116000.0,0.0,94000.0,514000.0,76000.0
100390,3500700400000,4,13,6200,ARIZONA,AZ,1,13319000.0,1848000.0,7694000.0,3777000.0,12090000.0,11160000.0,6255000.0,3856000.0,1049000.0,33000.0,449000.0,7662000.0,1466000.0
101920,3500700600000,4,13,6200,ARIZONA,AZ,1,6987000.0,1225000.0,3334000.0,2428000.0,6621000.0,6276000.0,3859000.0,2069000.0,348000.0,0.0,289000.0,4165000.0,761000.0
100007,3500700800000,4,13,6200,ARIZONA,AZ,1,75014000.0,7641000.0,48188000.0,19185000.0,73328000.0,63990000.0,40403000.0,18545000.0,5042000.0,257000.0,8445000.0,47281000.0,8458000.0
101760,3500701000000,4,13,6200,ARIZONA,AZ,3,85932000.0,4868000.0,38699000.0,42365000.0,89657000.0,64847000.0,38135000.0,21812000.0,4900000.0,444000.0,14678000.0,45524000.0,7686000.0
103430,3500701300000,4,13,6200,ARIZONA,AZ,3,23436000.0,3425000.0,10970000.0,9041000.0,21076000.0,19399000.0,10576000.0,7315000.0,1508000.0,37000.0,808000.0,13074000.0,2857000.0
101950,3500701400000,4,13,6200,ARIZONA,AZ,1,8037000.0,982000.0,3561000.0,3494000.0,6945000.0,5900000.0,3126000.0,2238000.0,536000.0,69000.0,650000.0,4100000.0,735000.0
101530,3500701500000,4,13,6200,ARIZONA,AZ,3,3553000.0,574000.0,1984000.0,995000.0,3569000.0,3260000.0,1659000.0,1394000.0,207000.0,0.0,266000.0,2131000.0,429000.0
102010,3500701600000,4,13,6200,ARIZONA,AZ,3,95611000.0,2113000.0,49970000.0,43528000.0,85093000.0,73660000.0,43468000.0,25174000.0,5018000.0,690000.0,8391000.0,52321000.0,9623000.0
102040,3500701700000,4,13,6200,ARIZONA,AZ,1,55898000.0,5420000.0,29551000.0,20927000.0,64195000.0,46915000.0,27781000.0,15221000.0,3913000.0,1197000.0,11342000.0,33428000.0,5865000.0
102070,3500701800000,4,13,6200,ARIZONA,AZ,2,78692000.0,2108000.0,30526000.0,46058000.0,94289000.0,63884000.0,32059000.0,28303000.0,3522000.0,342000.0,23816000.0,45315000.0,8772000.0
102580,3500701900000,4,13,6200,ARIZONA,AZ,1,1817000.0,51000.0,1002000.0,764000.0,1725000.0,1153000.0,697000.0,410000.0,46000.0,0.0,64000.0,676000.0,160000.0
100210,3500702000000,4,13,6200,ARIZONA,AZ,1,36714000.0,5363000.0,21184000.0,10167000.0,39533000.0,31730000.0,18370000.0,10111000.0,3249000.0,52000.0,6981000.0,22550000.0,4142000.0
102100,3500702200000,4,13,6200,ARIZONA,AZ,1,7856000.0,1218000.0,4776000.0,1862000.0,7733000.0,6924000.0,3919000.0,2375000.0,630000.0,0.0,575000.0,4738000.0,953000.0
102160,3500702300000,4,13,6200,ARIZONA,AZ,1,5380000.0,381000.0,3120000.0,1879000.0,5340000.0,4437000.0,2450000.0,1689000.0,298000.0,0.0,562000.0,3051000.0,557000.0
102190,3500702400000,4,13,6200,ARIZONA,AZ,1,11179000.0,686000.0,5970000.0,4523000.0,15178000.0,9305000.0,5422000.0,3308000.0,575000.0,117000.0,5185000.0,6556000.0,1072000.0
101800,3500702500000,4,13,6200,ARIZONA,AZ,1,6988000.0,1063000.0,3883000.0,2042000.0,6654000.0,6159000.0,3432000.0,2121000.0,606000.0,16000.0,383000.0,4251000.0,816000.0
102220,3500702600000,4,13,6200,ARIZONA,AZ,1,25442000.0,1448000.0,5650000.0,18344000.0,44272000.0,19135000.0,10806000.0,6923000.0,1406000.0,1177000.0,22064000.0,13112000.0,2413000.0
103540,3500703100000,4,13,6200,ARIZONA,AZ,1,3011000.0,395000.0,1519000.0,1097000.0,2688000.0,2134000.0,1150000.0,825000.0,159000.0,3000.0,114000.0,1414000.0,284000.0
100006,3500703200000,4,13,6200,ARIZONA,AZ,1,22868000.0,2522000.0,6759000.0,13587000.0,24719000.0,17934000.0,10541000.0,5737000.0,1656000.0,319000.0,4322000.0,12338000.0,2340000.0
100005,3500703300000,4,13,6200,ARIZONA,AZ,1,1367000.0,55000.0,620000.0,692000.0,1154000.0,1011000.0,465000.0,454000.0,92000.0,0.0,51000.0,627000.0,153000.0
100100,3500703400000,4,13,6200,ARIZONA,AZ,1,27343000.0,1369000.0,17656000.0,8318000.0,26410000.0,22550000.0,12556000.0,8546000.0,1448000.0,18000.0,2245000.0,15927000.0,3142000.0
101690,3500703500000,4,13,6200,ARIZONA,AZ,3,136034000.0,4064000.0,73517000.0,58453000.0,129024000.0,113943000.0,70422000.0,36940000.0,6581000.0,351000.0,5233000.0,83467000.0,14777000.0
102370,3500703600000,4,13,6200,ARIZONA,AZ,1,61532000.0,9749000.0,19827000.0,31956000.0,66652000.0,48347000.0,26637000.0,17610000.0,4100000.0,0.0,15333000.0,33961000.0,6345000.0
102430,3500703800000,4,13,6200,ARIZONA,AZ,3,7888000.0,532000.0,2289000.0,5067000.0,8717000.0,5238000.0,2706000.0,2171000.0,361000.0,112000.0,2777000.0,3650000.0,603000.0
101170,3500703900000,4,13,6200,ARIZONA,AZ,1,1875000.0,161000.0,3000.0,1711000.0,1972000.0,1069000.0,548000.0,446000.0,75000.0,2000.0,850000.0,730000.0,108000.0
102480,3500704000000,4,13,6200,ARIZONA,AZ,1,59347000.0,9266000.0,32233000.0,17848000.0,56260000.0,51805000.0,29001000.0,18119000.0,4685000.0,0.0,3565000.0,35641000.0,7490000.0
102670,3500704200000,4,13,6200,ARIZONA,AZ,1,632000.0,34000.0,57000.0,541000.0,644000.0,542000.0,216000.0,299000.0,27000.0,0.0,35000.0,294000.0,62000.0
102790,3500704400000,4,13,6200,ARIZONA,AZ,1,74293000.0,4690000.0,26371000.0,43232000.0,69990000.0,62068000.0,34704000.0,23487000.0,3877000.0,503000.0,3783000.0,44669000.0,7535000.0
102820,3500704600000,4,13,6200,ARIZONA,AZ,1,679000.0,64000.0,272000.0,343000.0,643000.0,505000.0,195000.0,249000.0,61000.0,4000.0,42000.0,299000.0,59000.0
102850,3500704700000,4,13,6200,ARIZONA,AZ,1,5499000.0,584000.0,2834000.0,2081000.0,5608000.0,4476000.0,2434000.0,1650000.0,392000.0,1000.0,1069000.0,2962000.0,580000.0
102700,3500704800000,4,13,6200,ARIZONA,AZ,2,20426000.0,764000.0,7758000.0,11904000.0,19352000.0,15692000.0,7871000.0,6749000.0,1072000.0,22000.0,897000.0,10660000.0,1802000.0
103062,3500705000000,4,13,6200,ARIZONA,AZ,1,127415000.0,8538000.0,62731000.0,56146000.0,142728000.0,108694000.0,70677000.0,29376000.0,8641000.0,2760000.0,25180000.0,78892000.0,14092000.0
102650,3500705100000,4,13,6200,ARIZONA,AZ,3,6843000.0,324000.0,2189000.0,4330000.0,6304000.0,5892000.0,3375000.0,2190000.0,327000.0,4000.0,408000.0,4028000.0,754000.0
103030,3500705200000,4,13,6200,ARIZONA,AZ,1,11764000.0,1363000.0,1944000.0,8457000.0,11703000.0,8146000.0,4655000.0,2755000.0,736000.0,0.0,2861000.0,5241000.0,1066000.0
103090,3500720200000,4,13,6200,ARIZONA,AZ,5,16310000.0,157000.0,2994000.0,13159000.0,24182000.0,4791000.0,2646000.0,2064000.0,81000.0,114000.0,15460000.0,3349000.0,590000.0
103180,3500770200000,4,13,6200,ARIZONA,AZ,1,2045000.0,76000.0,2000.0,1967000.0,2056000.0,1437000.0,711000.0,593000.0,133000.0,2000.0,148000.0,970000.0,117000.0
103210,3500790100000,4,13,6200,ARIZONA,AZ,3,11850000.0,523000.0,3817000.0,7510000.0,10643000.0,8267000.0,4430000.0,3265000.0,572000.0,106000.0,866000.0,5325000.0,1072000.0
103360,3500800300000,4,15,4120,ARIZONA,AZ,1,1721000.0,175000.0,505000.0,1041000.0,1361000.0,1219000.0,665000.0,456000.0,98000.0,0.0,136000.0,826000.0,177000.0
103390,3500800400000,4,15,4120,ARIZONA,AZ,1,245000.0,43000.0,20000.0,182000.0,264000.0,241000.0,116000.0,112000.0,13000.0,0.0,23000.0,160000.0,34000.0
101890,3500800500000,4,15,4120,ARIZONA,AZ,1,22139000.0,1749000.0,11888000.0,8502000.0,19896000.0,18449000.0,10926000.0,6364000.0,1159000.0,16000.0,948000.0,12849000.0,2808000.0
103450,3500800600000,4,15,4120,ARIZONA,AZ,1,1136000.0,86000.0,737000.0,313000.0,1081000.0,926000.0,545000.0,285000.0,96000.0,0.0,146000.0,605000.0,184000.0
103480,3500800800000,4,15,4120,ARIZONA,AZ,2,11344000.0,262000.0,2933000.0,8149000.0,10096000.0,8486000.0,4356000.0,3906000.0,224000.0,69000.0,602000.0,5033000.0,1061000.0
103510,3500801000000,4,15,4120,ARIZONA,AZ,1,7166000.0,631000.0,3311000.0,3224000.0,6617000.0,5964000.0,3301000.0,2125000.0,538000.0,44000.0,609000.0,3839000.0,744000.0
103580,3500801100000,4,15,4120,ARIZONA,AZ,1,357000.0,7000.0,109000.0,241000.0,395000.0,329000.0,188000.0,126000.0,15000.0,0.0,66000.0,222000.0,50000.0
200030,3500801300000,4,15,4120,ARIZONA,AZ,3,4822000.0,769000.0,2899000.0,1154000.0,4951000.0,4465000.0,2579000.0,1803000.0,83000.0,0.0,315000.0,3074000.0,507000.0
200600,3500801400000,4,15,4120,ARIZONA,AZ,1,1050000.0,63000.0,421000.0,566000.0,991000.0,839000.0,496000.0,275000.0,68000.0,0.0,150000.0,558000.0,115000.0
200270,3500801500000,4,15,4120,ARIZONA,AZ,1,420000.0,84000.0,195000.0,141000.0,340000.0,262000.0,192000.0,68000.0,2000.0,0.0,77000.0,164000.0,32000.0
200390,3500801600000,4,15,4120,ARIZONA,AZ,1,190000.0,16000.0,17000.0,157000.0,193000.0,185000.0,114000.0,59000.0,12000.0,0.0,8000.0,137000.0,19000.0
200150,3500820100000,4,15,4120,ARIZONA,AZ,2,10217000.0,503000.0,277000.0,9437000.0,9543000.0,7977000.0,3886000.0,3538000.0,553000.0,126000.0,322000.0,5150000.0,1099000.0
200625,3500870100000,4,15,4120,ARIZONA,AZ,3,24523000.0,1268000.0,7524000.0,15731000.0,24438000.0,19545000.0,12234000.0,5841000.0,1470000.0,46000.0,2478000.0,12918000.0,2749000.0
200480,3500900300000,4,17,0,ARIZONA,AZ,3,12229000.0,2446000.0,5877000.0,3906000.0,11730000.0,10468000.0,5447000.0,4274000.0,747000.0,2000.0,1162000.0,7083000.0,1278000.0
200510,3500900400000,4,17,0,ARIZONA,AZ,3,4039000.0,65000.0,87000.0,3887000.0,3422000.0,2914000.0,1399000.0,1441000.0,74000.0,0.0,275000.0,1785000.0,365000.0
200610,3500900500000,4,17,0,ARIZONA,AZ,3,30545000.0,17366000.0,8893000.0,4286000.0,18529000.0,15721000.0,7677000.0,6867000.0,1177000.0,15000.0,2284000.0,10172000.0,2084000.0
200007,3500900600000,4,17,0,ARIZONA,AZ,1,7891000.0,2814000.0,4599000.0,478000.0,6525000.0,5745000.0,3332000.0,2119000.0,294000.0,0.0,413000.0,2885000.0,614000.0
200770,3500901300000,4,17,0,ARIZONA,AZ,3,12236000.0,898000.0,6592000.0,4746000.0,11056000.0,9879000.0,5686000.0,3483000.0,710000.0,0.0,666000.0,6939000.0,1083000.0
200720,3500901600000,4,17,0,ARIZONA,AZ,3,11337000.0,887000.0,7100000.0,3350000.0,11045000.0,10130000.0,5022000.0,4341000.0,767000.0,20000.0,792000.0,6821000.0,843000.0
200180,3500901800000,4,17,0,ARIZONA,AZ,3,19799000.0,9350000.0,9099000.0,1350000.0,18565000.0,13941000.0,7171000.0,5761000.0,1009000.0,0.0,4624000.0,9038000.0,1776000.0
200120,3500901900000,4,17,0,ARIZONA,AZ,3,12313000.0,1547000.0,7689000.0,3077000.0,12598000.0,10747000.0,5874000.0,4272000.0,601000.0,0.0,1396000.0,7163000.0,1543000.0
200210,3500940100000,4,17,0,ARIZONA,AZ,1,11837000.0,4771000.0,5759000.0,1307000.0,12573000.0,8608000.0,4239000.0,3645000.0,724000.0,85000.0,3814000.0,5563000.0,945000.0
200570,3500940200000,4,17,0,ARIZONA,AZ,3,3398000.0,274000.0,1464000.0,1660000.0,3305000.0,2721000.0,1261000.0,1292000.0,168000.0,0.0,318000.0,1789000.0,350000.0
200330,3501000200000,4,19,8520,ARIZONA,AZ,3,84759000.0,5276000.0,34485000.0,44998000.0,88432000.0,65387000.0,36074000.0,25378000.0,3935000.0,28000.0,16389000.0,47772000.0,7954000.0
200450,3501000300000,4,19,8520,ARIZONA,AZ,3,30646000.0,359000.0,9054000.0,21233000.0,31192000.0,20778000.0,11504000.0,8103000.0,1171000.0,1334000.0,5469000.0,13284000.0,2552000.0
200240,3501000400000,4,19,8520,ARIZONA,AZ,1,2280000.0,38000.0,565000.0,1677000.0,2040000.0,1288000.0,672000.0,547000.0,69000.0,0.0,178000.0,834000.0,172000.0
200630,3501000600000,4,19,8520,ARIZONA,AZ,3,28179000.0,2074000.0,15334000.0,10771000.0,32127000.0,23733000.0,13568000.0,8087000.0,2078000.0,0.0,7042000.0,16372000.0,2494000.0
200690,3501000700000,4,19,8520,ARIZONA,AZ,3,9472000.0,4393000.0,4340000.0,739000.0,9853000.0,8356000.0,4023000.0,3788000.0,545000.0,0.0,1483000.0,5841000.0,884000.0
200780,3501001100000,4,19,8520,ARIZONA,AZ,6,90000.0,0.0,29000.0,61000.0,93000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
200810,3501001600000,4,19,8520,ARIZONA,AZ,3,9963000.0,168000.0,4699000.0,5096000.0,10925000.0,6700000.0,4044000.0,2324000.0,332000.0,46000.0,1578000.0,4887000.0,712000.0
200130,3501001700000,4,19,8520,ARIZONA,AZ,1,5909000.0,548000.0,3967000.0,1394000.0,5194000.0,3844000.0,2065000.0,1507000.0,272000.0,1000.0,96000.0,2534000.0,517000.0
200540,3501001800000,4,19,8520,ARIZONA,AZ,3,352867000.0,33946000.0,159092000.0,159829000.0,360172000.0,290904000.0,166192000.0,105279000.0,19433000.0,1110000.0,44224000.0,219164000.0,34749000.0
200840,3501100100000,4,21,6200,ARIZONA,AZ,3,25268000.0,1642000.0,13135000.0,10491000.0,37574000.0,19304000.0,9989000.0,8017000.0,1298000.0,91000.0,15325000.0,13613000.0,2453000.0
403150,3501100200000,4,21,6200,ARIZONA,AZ,1,24367000.0,2394000.0,14676000.0,7297000.0,23446000.0,21461000.0,11754000.0,7948000.0,1759000.0,32000.0,1110000.0,14313000.0,2820000.0
402740,3501100900000,4,21,6200,ARIZONA,AZ,3,9573000.0,665000.0,3261000.0,5647000.0,8919000.0,7450000.0,4238000.0,2716000.0,496000.0,93000.0,563000.0,5125000.0,1065000.0
100240,3501101000000,4,21,6200,ARIZONA,AZ,3,5798000.0,835000.0,3459000.0,1504000.0,5426000.0,4837000.0,2455000.0,2004000.0,378000.0,14000.0,335000.0,3217000.0,630000.0
100270,3501101100000,4,21,6200,ARIZONA,AZ,1,4041000.0,209000.0,1893000.0,1939000.0,3634000.0,2364000.0,1339000.0,874000.0,151000.0,84000.0,298000.0,1558000.0,313000.0
101410,3501101300000,4,21,6200,ARIZONA,AZ,3,4617000.0,263000.0,1437000.0,2917000.0,4684000.0,4310000.0,2474000.0,1641000.0,195000.0,0.0,277000.0,2955000.0,512000.0
100420,3501101500000,4,21,6200,ARIZONA,AZ,1,6355000.0,3290000.0,2601000.0,464000.0,5806000.0,4369000.0,2117000.0,2000000.0,252000.0,0.0,1253000.0,2942000.0,571000.0
102550,3501101600000,4,21,6200,ARIZONA,AZ,2,3478000.0,332000.0,1491000.0,1655000.0,3141000.0,2741000.0,1339000.0,1218000.0,184000.0,5000.0,206000.0,1612000.0,366000.0
100510,3501101800000,4,21,6200,ARIZONA,AZ,3,4073000.0,398000.0,2306000.0,1369000.0,3978000.0,3682000.0,1849000.0,1634000.0,199000.0,10000.0,245000.0,2486000.0,480000.0
100090,3501101900000,4,21,6200,ARIZONA,AZ,1,3210000.0,218000.0,1780000.0,1212000.0,2973000.0,2357000.0,1359000.0,767000.0,231000.0,0.0,279000.0,1628000.0,318000.0
100540,3501150100000,4,21,6200,ARIZONA,AZ,1,1782000.0,59000.0,1316000.0,407000.0,1909000.0,1045000.0,546000.0,423000.0,76000.0,0.0,154000.0,645000.0,207000.0
101860,3501200200000,4,23,0,ARIZONA,AZ,1,11838000.0,794000.0,5908000.0,5136000.0,10213000.0,8446000.0,4586000.0,3175000.0,685000.0,2000.0,533000.0,5781000.0,1110000.0
102635,3501200600000,4,23,0,ARIZONA,AZ,1,1106000.0,40000.0,790000.0,276000.0,1132000.0,1036000.0,737000.0,292000.0,7000.0,0.0,96000.0,604000.0,103000.0
100600,3501200700000,4,23,0,ARIZONA,AZ,3,1533000.0,124000.0,515000.0,894000.0,1518000.0,1446000.0,447000.0,816000.0,183000.0,0.0,72000.0,828000.0,142000.0
100630,3501200900000,4,23,0,ARIZONA,AZ,1,1233000.0,19000.0,469000.0,745000.0,1161000.0,905000.0,505000.0,388000.0,12000.0,15000.0,198000.0,516000.0,79000.0
100660,3501300100000,4,25,0,ARIZONA,AZ,3,1510000.0,53000.0,248000.0,1209000.0,1483000.0,1367000.0,719000.0,562000.0,86000.0,0.0,106000.0,930000.0,180000.0
100690,3501300200000,4,25,0,ARIZONA,AZ,3,2547000.0,20000.0,322000.0,2205000.0,2982000.0,2424000.0,1326000.0,1018000.0,80000.0,0.0,503000.0,1597000.0,433000.0
100750,3501300600000,4,25,0,ARIZONA,AZ,6,8000.0,5000.0,0.0,3000.0,5000.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0
100810,3501300800000,4,25,0,ARIZONA,AZ,6,952000.0,4000.0,520000.0,428000.0,1137000.0,70000.0,0.0,70000.0,0.0,0.0,156000.0,0.0,1000.0
103420,3501301500000,4,25,0,ARIZONA,AZ,3,3527000.0,240000.0,1923000.0,1364000.0,3240000.0,2901000.0,1604000.0,1087000.0,210000.0,0.0,282000.0,1905000.0,352000.0
100930,3501302300000,4,25,0,ARIZONA,AZ,1,2078000.0,241000.0,1067000.0,770000.0,1820000.0,1697000.0,940000.0,626000.0,131000.0,9000.0,80000.0,1130000.0,262000.0
102610,3501302400000,4,25,0,ARIZONA,AZ,6,133000.0,1000.0,100000.0,32000.0,59000.0,25000.0,0.0,25000.0,0.0,0.0,1000.0,8000.0,3000.0
100960,3501302600000,4,25,0,ARIZONA,AZ,6,196000.0,1000.0,122000.0,73000.0,172000.0,37000.0,0.0,37000.0,0.0,0.0,0.0,12000.0,7000.0
100990,3501302700000,4,25,0,ARIZONA,AZ,1,543000.0,22000.0,200000.0,321000.0,523000.0,344000.0,198000.0,133000.0,13000.0,0.0,6000.0,229000.0,48000.0
101020,3501320100000,4,25,0,ARIZONA,AZ,1,8110000.0,253000.0,941000.0,6916000.0,7902000.0,5824000.0,2931000.0,2524000.0,369000.0,23000.0,346000.0,3575000.0,716000.0
101050,3501350100000,4,25,0,ARIZONA,AZ,2,7121000.0,309000.0,2766000.0,4046000.0,6762000.0,6058000.0,3409000.0,2394000.0,255000.0,66000.0,335000.0,3995000.0,1028000.0
101110,3501400400000,4,27,9360,ARIZONA,AZ,1,22711000.0,2718000.0,16169000.0,3824000.0,21438000.0,20585000.0,12079000.0,6907000.0,1599000.0,35000.0,576000.0,14576000.0,3029000.0
102970,3501400500000,4,27,9360,ARIZONA,AZ,1,10093000.0,1761000.0,7245000.0,1087000.0,9722000.0,9101000.0,5131000.0,2822000.0,1148000.0,20000.0,564000.0,5984000.0,1634000.0
