LEAID,CENSUSID,FIPST,FIPSCO,CMSA,STNAME,STABBR,SCHLEV,AGCHRT,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,TCURINST,TCURSSVC,TCUROTH,TNONELSE,TCAPOUT,TotalSalaries,TotalEmployeeBenefits
100005,1504840100000,1,95,0,ALABAMA,AL,3,3,21871000.0,1612000.0,13329000.0,6930000.0,24097000.0,19205000.0,12150000.0,5816000.0,1239000.0,291000.0,4010000.0,12277000.0,3219000.0
100006,1504800100000,1,95,0,ALABAMA,AL,3,3,46349000.0,3620000.0,29866000.0,12863000.0,45411000.0,38662000.0,22503000.0,12891000.0,3268000.0,1568000.0,4087000.0,25233000.0,6746000.0
100007,1503740100000,1,73,1000,ALABAMA,AL,3,3,97598000.0,1697000.0,39751000.0,56150000.0,121021000.0,62253000.0,37504000.0,21015000.0,3734000.0,1807000.0,50284000.0,39563000.0,10794000.0
100090,1500800200000,1,15,450,ALABAMA,AL,3,3,18820000.0,2841000.0,12137000.0,3842000.0,19399000.0,18075000.0,10024000.0,5937000.0,2114000.0,384000.0,912000.0,11504000.0,3076000.0
100100,1504880100000,1,95,0,ALABAMA,AL,3,3,15400000.0,566000.0,10620000.0,4214000.0,16735000.0,14025000.0,8878000.0,4309000.0,838000.0,308000.0,2402000.0,9435000.0,2418000.0
100180,1502800100000,1,55,2880,ALABAMA,AL,3,3,12448000.0,1298000.0,8320000.0,2830000.0,12406000.0,10713000.0,6901000.0,3051000.0,761000.0,299000.0,1023000.0,7161000.0,1830000.0
100210,1504170100000,1,81,580,ALABAMA,AL,3,3,30236000.0,1430000.0,17709000.0,11097000.0,29112000.0,26371000.0,16114000.0,8655000.0,1602000.0,516000.0,2164000.0,17660000.0,4511000.0
100240,1500100100000,1,1,5240,ALABAMA,AL,3,3,48294000.0,3344000.0,34783000.0,10167000.0,49796000.0,42037000.0,26648000.0,12921000.0,2468000.0,752000.0,4761000.0,28274000.0,7520000.0
100270,1500200100000,1,3,5160,ALABAMA,AL,3,3,150579000.0,10578000.0,78199000.0,61802000.0,138009000.0,128009000.0,81035000.0,40483000.0,6491000.0,2792000.0,5378000.0,84271000.0,22358000.0
100390,1503700200000,1,73,1000,ALABAMA,AL,3,3,271042000.0,28730000.0,162996000.0,79316000.0,303888000.0,243657000.0,135691000.0,94999000.0,12967000.0,5845000.0,51343000.0,161416000.0,40055000.0
100420,1500500100000,1,9,1000,ALABAMA,AL,3,3,43466000.0,2605000.0,31354000.0,9507000.0,40474000.0,34883000.0,21849000.0,10308000.0,2726000.0,888000.0,4478000.0,23120000.0,6293000.0
100450,1502700200000,1,53,0,ALABAMA,AL,3,3,9207000.0,573000.0,5809000.0,2825000.0,9107000.0,8244000.0,5395000.0,2516000.0,333000.0,25000.0,838000.0,5243000.0,1355000.0
100510,1500700100000,1,13,0,ALABAMA,AL,3,3,24589000.0,3481000.0,17288000.0,3820000.0,26085000.0,20693000.0,13020000.0,6322000.0,1351000.0,675000.0,4233000.0,13721000.0,3660000.0
100540,1500800300000,1,15,450,ALABAMA,AL,3,3,57560000.0,4821000.0,40836000.0,11903000.0,54712000.0,51610000.0,30661000.0,17153000.0,3796000.0,888000.0,2200000.0,33727000.0,9291000.0
100600,1500900100000,1,17,0,ALABAMA,AL,3,3,28056000.0,2865000.0,18512000.0,6679000.0,32065000.0,23290000.0,14140000.0,7537000.0,1613000.0,741000.0,7409000.0,15418000.0,4068000.0
100630,1501000100000,1,19,0,ALABAMA,AL,3,3,25320000.0,1662000.0,17519000.0,6139000.0,24592000.0,21390000.0,13505000.0,6290000.0,1595000.0,497000.0,2556000.0,13809000.0,3716000.0
100660,1501100100000,1,21,0,ALABAMA,AL,3,3,40550000.0,3035000.0,28829000.0,8686000.0,43895000.0,35255000.0,21799000.0,11084000.0,2372000.0,1043000.0,7322000.0,22833000.0,6044000.0
100690,1501200100000,1,23,0,ALABAMA,AL,3,3,14574000.0,2166000.0,9235000.0,3173000.0,14712000.0,13647000.0,8066000.0,4481000.0,1100000.0,328000.0,586000.0,9047000.0,2494000.0
100750,1501400100000,1,27,0,ALABAMA,AL,3,3,15418000.0,1150000.0,11517000.0,2751000.0,15953000.0,13529000.0,8702000.0,3942000.0,885000.0,527000.0,1716000.0,9029000.0,2437000.0
100810,1501600100000,1,31,0,ALABAMA,AL,3,3,13798000.0,1287000.0,9470000.0,3041000.0,13354000.0,11521000.0,7211000.0,3581000.0,729000.0,145000.0,1571000.0,7161000.0,1929000.0
100930,1502000200000,1,39,0,ALABAMA,AL,3,3,20603000.0,2310000.0,13878000.0,4415000.0,20297000.0,17454000.0,10660000.0,5594000.0,1200000.0,594000.0,2191000.0,11492000.0,3111000.0
100960,1502100100000,1,41,0,ALABAMA,AL,3,3,14571000.0,1830000.0,10225000.0,2516000.0,16559000.0,12606000.0,7917000.0,3855000.0,834000.0,352000.0,3498000.0,8267000.0,2183000.0
100990,1502200100000,1,43,0,ALABAMA,AL,3,3,16355000.0,1707000.0,9350000.0,5298000.0,16936000.0,14502000.0,9303000.0,4187000.0,1012000.0,1091000.0,933000.0,9649000.0,2534000.0
101020,1502200200000,1,43,0,ALABAMA,AL,3,3,59705000.0,5863000.0,39069000.0,14773000.0,63146000.0,50629000.0,30410000.0,16161000.0,4058000.0,1545000.0,10397000.0,32544000.0,8618000.0
101050,1502300100000,1,45,2180,ALABAMA,AL,3,3,17442000.0,1487000.0,11995000.0,3960000.0,17747000.0,15422000.0,9432000.0,5097000.0,893000.0,317000.0,1729000.0,9982000.0,2562000.0
101110,1502400100000,1,47,0,ALABAMA,AL,3,3,29235000.0,4013000.0,21490000.0,3732000.0,29605000.0,27041000.0,16311000.0,8811000.0,1919000.0,453000.0,1743000.0,17801000.0,4863000.0
101140,1502500100000,1,49,0,ALABAMA,AL,3,3,47270000.0,4251000.0,31981000.0,11038000.0,46967000.0,41081000.0,26293000.0,11532000.0,3256000.0,2724000.0,3020000.0,27014000.0,7237000.0
101170,1505200100000,1,103,2030,ALABAMA,AL,3,3,69095000.0,3744000.0,33361000.0,31990000.0,64044000.0,57857000.0,33909000.0,20248000.0,3700000.0,922000.0,3982000.0,38182000.0,9907000.0
101230,1503500100000,1,69,2180,ALABAMA,AL,3,3,57467000.0,6540000.0,35245000.0,15682000.0,59084000.0,53841000.0,31611000.0,18512000.0,3718000.0,2566000.0,1893000.0,36766000.0,9762000.0
101290,1502600100000,1,51,5240,ALABAMA,AL,3,3,58333000.0,3911000.0,42924000.0,11498000.0,61960000.0,51085000.0,34042000.0,14338000.0,2705000.0,1563000.0,8546000.0,32762000.0,9015000.0
101350,1502700300000,1,53,0,ALABAMA,AL,3,3,32526000.0,3473000.0,21443000.0,7610000.0,38916000.0,28508000.0,17210000.0,9486000.0,1812000.0,391000.0,9528000.0,18671000.0,5184000.0
101380,1502800200000,1,55,2880,ALABAMA,AL,3,3,49226000.0,3211000.0,35205000.0,10810000.0,50008000.0,43546000.0,28002000.0,12734000.0,2810000.0,818000.0,5221000.0,29884000.0,7880000.0
101410,1500300200000,1,5,0,ALABAMA,AL,3,3,19780000.0,1727000.0,11936000.0,6117000.0,18575000.0,16709000.0,10389000.0,5085000.0,1235000.0,451000.0,1412000.0,10634000.0,2876000.0
101470,1502900100000,1,57,0,ALABAMA,AL,3,3,17264000.0,1256000.0,11804000.0,4204000.0,16574000.0,15218000.0,9422000.0,4709000.0,1087000.0,356000.0,795000.0,9913000.0,2646000.0
101530,1503900100000,1,77,2650,ALABAMA,AL,3,3,36946000.0,3750000.0,18683000.0,14513000.0,40969000.0,31123000.0,19259000.0,10094000.0,1770000.0,1325000.0,8135000.0,20730000.0,5151000.0
101590,1503000100000,1,59,0,ALABAMA,AL,3,3,18975000.0,1572000.0,13014000.0,4389000.0,19755000.0,18029000.0,11231000.0,5437000.0,1361000.0,720000.0,727000.0,11830000.0,3209000.0
101620,1502800300000,1,55,2880,ALABAMA,AL,3,3,37722000.0,4563000.0,23674000.0,9485000.0,39655000.0,34814000.0,20799000.0,11010000.0,3005000.0,924000.0,3790000.0,22220000.0,5796000.0
101660,1503100100000,1,61,0,ALABAMA,AL,3,3,16678000.0,1587000.0,12393000.0,2698000.0,17101000.0,14637000.0,9004000.0,4520000.0,1113000.0,329000.0,1902000.0,9619000.0,2590000.0
101680,1503200100000,1,63,0,ALABAMA,AL,3,3,12449000.0,2473000.0,7922000.0,2054000.0,12838000.0,12143000.0,7018000.0,3881000.0,1244000.0,372000.0,234000.0,7996000.0,2198000.0
101690,1504880200000,1,95,0,ALABAMA,AL,3,3,12107000.0,665000.0,7201000.0,4241000.0,12344000.0,10708000.0,6471000.0,3494000.0,743000.0,564000.0,978000.0,7131000.0,1824000.0
101710,1503300100000,1,65,0,ALABAMA,AL,3,3,20667000.0,2891000.0,14324000.0,3452000.0,20632000.0,18345000.0,11262000.0,5649000.0,1434000.0,551000.0,1298000.0,11844000.0,3198000.0
101740,1503400100000,1,67,0,ALABAMA,AL,3,3,18159000.0,1737000.0,13019000.0,3403000.0,18847000.0,15685000.0,9721000.0,4583000.0,1381000.0,313000.0,2648000.0,10343000.0,2819000.0
101760,1503780100000,1,73,1000,ALABAMA,AL,3,3,33484000.0,757000.0,12343000.0,20384000.0,28855000.0,25204000.0,16104000.0,7819000.0,1281000.0,529000.0,2606000.0,16139000.0,3964000.0
101770,1503500200000,1,69,2180,ALABAMA,AL,3,3,35521000.0,3134000.0,21824000.0,10563000.0,34524000.0,32105000.0,19860000.0,9632000.0,2613000.0,519000.0,1836000.0,20838000.0,5592000.0
101800,1504500100000,1,89,3440,ALABAMA,AL,3,3,158038000.0,10958000.0,82435000.0,64645000.0,161285000.0,151532000.0,95886000.0,47818000.0,7828000.0,2726000.0,6303000.0,102672000.0,25692000.0
101830,1503600100000,1,71,0,ALABAMA,AL,3,3,41803000.0,3154000.0,27370000.0,11279000.0,40468000.0,35599000.0,21406000.0,11252000.0,2941000.0,677000.0,4158000.0,23321000.0,6225000.0
101860,1500800400000,1,15,450,ALABAMA,AL,3,3,10065000.0,922000.0,7085000.0,2058000.0,9804000.0,9229000.0,6025000.0,2646000.0,558000.0,41000.0,429000.0,5621000.0,1412000.0
101890,1506400200000,1,127,0,ALABAMA,AL,3,3,17627000.0,1044000.0,9832000.0,6751000.0,17187000.0,15540000.0,9607000.0,5020000.0,913000.0,512000.0,1066000.0,10452000.0,2753000.0
101920,1503700400000,1,73,1000,ALABAMA,AL,3,3,327941000.0,27012000.0,166334000.0,134595000.0,325440000.0,229174000.0,146274000.0,69481000.0,13419000.0,11283000.0,79071000.0,154572000.0,40882000.0
101950,1503800100000,1,75,0,ALABAMA,AL,3,3,16783000.0,1641000.0,11506000.0,3636000.0,17301000.0,14629000.0,8717000.0,4769000.0,1143000.0,570000.0,1764000.0,9637000.0,2495000.0
102010,1503900200000,1,77,2650,ALABAMA,AL,3,3,53859000.0,2810000.0,36272000.0,14777000.0,55374000.0,47139000.0,30074000.0,14112000.0,2953000.0,1120000.0,6724000.0,30576000.0,8251000.0
102040,1504000100000,1,79,2030,ALABAMA,AL,3,3,40938000.0,3631000.0,27017000.0,10290000.0,41567000.0,35217000.0,21489000.0,11278000.0,2450000.0,1404000.0,4616000.0,23471000.0,6245000.0
102070,1504100100000,1,81,580,ALABAMA,AL,3,3,55560000.0,3189000.0,36060000.0,16311000.0,64680000.0,46824000.0,29504000.0,13802000.0,3518000.0,1411000.0,14486000.0,30789000.0,8068000.0
102100,1504200200000,1,83,3440,ALABAMA,AL,3,3,49547000.0,2651000.0,31090000.0,15806000.0,57479000.0,43842000.0,29037000.0,11634000.0,3171000.0,240000.0,12054000.0,27264000.0,7325000.0
102160,1504300100000,1,85,0,ALABAMA,AL,3,3,19848000.0,4691000.0,13029000.0,2128000.0,20639000.0,16693000.0,9476000.0,5400000.0,1817000.0,1784000.0,2115000.0,11447000.0,3232000.0
102190,1504400100000,1,87,0,ALABAMA,AL,3,3,26383000.0,3715000.0,18400000.0,4268000.0,25553000.0,21902000.0,13718000.0,6613000.0,1571000.0,301000.0,2441000.0,14533000.0,3841000.0
102220,1504500200000,1,89,3440,ALABAMA,AL,3,3,94640000.0,5034000.0,59916000.0,29690000.0,99157000.0,82833000.0,49425000.0,28948000.0,4460000.0,1969000.0,11417000.0,54381000.0,14367000.0
102370,1504900100000,1,97,5160,ALABAMA,AL,3,3,393470000.0,44633000.0,267896000.0,80941000.0,401336000.0,344757000.0,215810000.0,104838000.0,24109000.0,7577000.0,46289000.0,230986000.0,60238000.0
102430,1505100100000,1,101,5240,ALABAMA,AL,3,3,208089000.0,24719000.0,139993000.0,43377000.0,221167000.0,180883000.0,109524000.0,58999000.0,12360000.0,4447000.0,35573000.0,118096000.0,31678000.0
102480,1505200200000,1,103,2030,ALABAMA,AL,3,3,55380000.0,3225000.0,31662000.0,20493000.0,54247000.0,45536000.0,26368000.0,15889000.0,3279000.0,252000.0,7410000.0,29584000.0,7930000.0
102550,1500500200000,1,9,1000,ALABAMA,AL,3,3,6981000.0,312000.0,4530000.0,2139000.0,7330000.0,6334000.0,3948000.0,1971000.0,415000.0,210000.0,585000.0,4206000.0,1075000.0
102580,1504100200000,1,81,580,ALABAMA,AL,3,3,31806000.0,2722000.0,19008000.0,10076000.0,32798000.0,26580000.0,17095000.0,7698000.0,1787000.0,642000.0,5215000.0,17156000.0,4571000.0
102610,1502000400000,1,39,0,ALABAMA,AL,3,3,8512000.0,736000.0,5899000.0,1877000.0,8516000.0,7862000.0,5265000.0,2120000.0,477000.0,249000.0,384000.0,5302000.0,1351000.0
102635,1500880100000,1,15,450,ALABAMA,AL,3,3,17753000.0,1137000.0,12160000.0,4456000.0,18871000.0,16670000.0,10497000.0,4919000.0,1254000.0,54000.0,2060000.0,10593000.0,2897000.0
102650,1505860100000,1,115,1000,ALABAMA,AL,3,3,23779000.0,2017000.0,16754000.0,5008000.0,25825000.0,20268000.0,12359000.0,6352000.0,1557000.0,645000.0,4367000.0,13276000.0,3617000.0
102670,1505300100000,1,105,0,ALABAMA,AL,3,3,15483000.0,2897000.0,10641000.0,1945000.0,15138000.0,12988000.0,7858000.0,4001000.0,1129000.0,331000.0,1674000.0,8413000.0,2273000.0
102700,1505700100000,1,113,1800,ALABAMA,AL,3,3,34209000.0,4626000.0,20203000.0,9380000.0,34382000.0,29146000.0,16390000.0,10390000.0,2366000.0,2102000.0,2605000.0,18839000.0,5215000.0
102790,1505500100000,1,109,0,ALABAMA,AL,3,3,15858000.0,2929000.0,9877000.0,3052000.0,16132000.0,14895000.0,7974000.0,5930000.0,991000.0,211000.0,885000.0,9038000.0,2462000.0
102820,1505600100000,1,111,0,ALABAMA,AL,3,3,12492000.0,1043000.0,8991000.0,2458000.0,12298000.0,11420000.0,7001000.0,3542000.0,877000.0,355000.0,483000.0,7477000.0,1996000.0
102850,1505600200000,1,111,0,ALABAMA,AL,3,3,9190000.0,884000.0,6972000.0,1334000.0,9365000.0,8183000.0,5102000.0,2544000.0,537000.0,943000.0,236000.0,5783000.0,1463000.0
102970,1502400200000,1,47,0,ALABAMA,AL,3,3,28035000.0,4226000.0,18787000.0,5022000.0,27375000.0,23914000.0,14471000.0,7575000.0,1868000.0,1510000.0,1834000.0,16199000.0,4348000.0
103030,1505900100000,1,117,1000,ALABAMA,AL,3,3,150476000.0,6664000.0,78107000.0,65705000.0,169411000.0,118284000.0,71247000.0,38788000.0,8249000.0,4984000.0,39009000.0,76277000.0,20237000.0
103062,1505800100000,1,115,1000,ALABAMA,AL,3,3,39932000.0,2556000.0,26939000.0,10437000.0,36108000.0,33092000.0,21990000.0,8966000.0,2136000.0,927000.0,1789000.0,22098000.0,5821000.0
103090,1506000100000,1,119,0,ALABAMA,AL,3,3,18391000.0,3230000.0,11938000.0,3223000.0,18436000.0,17264000.0,10788000.0,5039000.0,1437000.0,402000.0,393000.0,11508000.0,3084000.0
103180,1506100300000,1,121,0,ALABAMA,AL,3,3,52302000.0,5006000.0,35225000.0,12071000.0,61477000.0,42909000.0,24465000.0,15268000.0,3176000.0,578000.0,17247000.0,28038000.0,7636000.0
103210,1506200100000,1,123,0,ALABAMA,AL,3,3,20129000.0,1755000.0,13289000.0,5085000.0,21611000.0,18574000.0,11932000.0,5275000.0,1367000.0,356000.0,2412000.0,11771000.0,3150000.0
103360,1506300100000,1,125,8600,ALABAMA,AL,3,3,71898000.0,6170000.0,39009000.0,26719000.0,71227000.0,60182000.0,37235000.0,19231000.0,3716000.0,1272000.0,7909000.0,37835000.0,9967000.0
103390,1506300200000,1,125,8600,ALABAMA,AL,3,3,94966000.0,6741000.0,62245000.0,25980000.0,96647000.0,86273000.0,55354000.0,24451000.0,6468000.0,1023000.0,7144000.0,55534000.0,14957000.0
103420,1501700300000,1,33,2650,ALABAMA,AL,3,3,10118000.0,689000.0,6291000.0,3138000.0,10042000.0,8767000.0,5084000.0,3034000.0,649000.0,209000.0,944000.0,5609000.0,1441000.0
103430,1503780400000,1,73,1000,ALABAMA,AL,3,3,34013000.0,1819000.0,14626000.0,17568000.0,30792000.0,26871000.0,17125000.0,8456000.0,1290000.0,892000.0,2398000.0,17719000.0,4438000.0
103450,1506400300000,1,127,0,ALABAMA,AL,3,3,55467000.0,5695000.0,34406000.0,15366000.0,53446000.0,49890000.0,29892000.0,16340000.0,3658000.0,2033000.0,1211000.0,33534000.0,9053000.0
103480,1506500100000,1,129,0,ALABAMA,AL,3,3,21797000.0,2067000.0,13822000.0,5908000.0,21534000.0,19653000.0,12513000.0,5845000.0,1295000.0,539000.0,1239000.0,12912000.0,3416000.0
103510,1506600100000,1,131,0,ALABAMA,AL,3,3,16932000.0,2823000.0,10761000.0,3348000.0,17540000.0,15676000.0,8865000.0,5614000.0,1197000.0,575000.0,949000.0,10189000.0,2810000.0
103540,1504700200000,1,93,0,ALABAMA,AL,3,3,10417000.0,695000.0,6833000.0,2889000.0,9984000.0,6619000.0,4222000.0,1849000.0,548000.0,822000.0,2297000.0,4702000.0,1184000.0
103580,1506700100000,1,133,0,ALABAMA,AL,3,3,18164000.0,1442000.0,11892000.0,4830000.0,18501000.0,16242000.0,9682000.0,5200000.0,1360000.0,542000.0,1410000.0,10671000.0,2881000.0
200001,2000000030800,2,50,0,ALASKA,AK,3,2,62393000.0,18355000.0,39364000.0,4674000.0,61818000.0,54613000.0,33060000.0,18546000.0,3007000.0,346000.0,6859000.0,31625000.0,9000000.0
200003,2000000031200,2,270,0,ALASKA,AK,3,3,30656000.0,12139000.0,16445000.0,2072000.0,25708000.0,23265000.0,13639000.0,7597000.0,2029000.0,8000.0,2435000.0,13467000.0,3484000.0
200005,2000000031300,2,270,0,ALASKA,AK,3,3,4583000.0,2203000.0,2001000.0,379000.0,4296000.0,3921000.0,2466000.0,1119000.0,336000.0,179000.0,196000.0,2237000.0,535000.0
200007,2102402430100,2,13,0,ALASKA,AK,3,3,6147000.0,1835000.0,3272000.0,1040000.0,6367000.0,6000000.0,3534000.0,2347000.0,119000.0,26000.0,283000.0,2885000.0,1148000.0
200030,2100400130100,2,60,0,ALASKA,AK,3,3,3915000.0,577000.0,2072000.0,1266000.0,3760000.0,3629000.0,2132000.0,1341000.0,156000.0,32000.0,82000.0,1925000.0,503000.0
200050,2000000030000,2,240,0,ALASKA,AK,3,3,7938000.0,1299000.0,6203000.0,436000.0,7787000.0,6834000.0,4096000.0,2541000.0,197000.0,3000.0,950000.0,3337000.0,907000.0
200070,2000000031100,2,261,0,ALASKA,AK,3,3,10482000.0,702000.0,9280000.0,500000.0,10589000.0,6991000.0,4040000.0,2827000.0,124000.0,3000.0,3592000.0,3505000.0,1066000.0
200100,2000000030900,2,90,0,ALASKA,AK,3,2,9939000.0,2269000.0,7356000.0,314000.0,11014000.0,9216000.0,5593000.0,3427000.0,196000.0,18000.0,1780000.0,4753000.0,1348000.0
200120,2200500330100,2,70,0,ALASKA,AK,3,3,7222000.0,1036000.0,4500000.0,1686000.0,7480000.0,6701000.0,4491000.0,2067000.0,143000.0,335000.0,439000.0,3904000.0,1084000.0
200130,2202300530100,2,290,0,ALASKA,AK,3,2,17041000.0,1301000.0,15093000.0,647000.0,21185000.0,16323000.0,9914000.0,6219000.0,190000.0,438000.0,4424000.0,5849000.0,1562000.0
200150,2101000530100,2,130,0,ALASKA,AK,3,2,22330000.0,1396000.0,12426000.0,8508000.0,24730000.0,20411000.0,12759000.0,7271000.0,381000.0,61000.0,4194000.0,12069000.0,3305000.0
200180,2200200130100,2,20,380,ALASKA,AK,3,2,386279000.0,34181000.0,234576000.0,117522000.0,442420000.0,357518000.0,222108000.0,125969000.0,9441000.0,1779000.0,75494000.0,234509000.0,64116000.0
200210,2200800130100,2,110,0,ALASKA,AK,3,2,49470000.0,2950000.0,25768000.0,20752000.0,46793000.0,44314000.0,29143000.0,14894000.0,277000.0,337000.0,1744000.0,28070000.0,7726000.0
200240,2201700130100,2,220,0,ALASKA,AK,3,3,16145000.0,1200000.0,8690000.0,6255000.0,15777000.0,14386000.0,9827000.0,4277000.0,282000.0,740000.0,223000.0,8619000.0,2154000.0
200270,2100700330100,2,100,0,ALASKA,AK,3,3,4467000.0,323000.0,2285000.0,1859000.0,4897000.0,4364000.0,2810000.0,1412000.0,142000.0,147000.0,386000.0,2427000.0,858000.0
200330,2201600230100,2,201,0,ALASKA,AK,3,3,2261000.0,1095000.0,1038000.0,128000.0,2148000.0,2016000.0,1166000.0,611000.0,239000.0,1000.0,131000.0,797000.0,177000.0
200390,2100900430100,2,122,0,ALASKA,AK,3,2,92112000.0,6499000.0,57406000.0,28207000.0,92928000.0,85590000.0,53260000.0,29955000.0,2375000.0,398000.0,5423000.0,48546000.0,14987000.0
200450,2201600430100,2,201,0,ALASKA,AK,3,3,2639000.0,515000.0,1567000.0,557000.0,3868000.0,2453000.0,1628000.0,750000.0,75000.0,1000.0,1414000.0,1424000.0,341000.0
200480,2101200630100,2,150,0,ALASKA,AK,3,3,26715000.0,3269000.0,16960000.0,6486000.0,26739000.0,25916000.0,16660000.0,8564000.0,692000.0,8000.0,491000.0,15634000.0,4219000.0
200510,2101300730100,2,170,0,ALASKA,AK,3,2,113466000.0,7219000.0,74030000.0,32217000.0,126929000.0,98014000.0,57491000.0,37889000.0,2634000.0,157000.0,24144000.0,60492000.0,17012000.0
200520,2000000031400,2,290,380,ALASKA,AK,3,2,8090000.0,1904000.0,5451000.0,735000.0,8495000.0,8007000.0,5153000.0,2605000.0,249000.0,17000.0,471000.0,4265000.0,1061000.0
200540,2202301330100,2,290,0,ALASKA,AK,3,3,4588000.0,224000.0,4167000.0,197000.0,4810000.0,4184000.0,3013000.0,1092000.0,79000.0,10000.0,616000.0,1773000.0,375000.0
200570,2201400730100,2,180,0,ALASKA,AK,3,2,8001000.0,766000.0,5439000.0,1796000.0,8138000.0,7874000.0,4443000.0,3153000.0,278000.0,41000.0,223000.0,4649000.0,1328000.0
200600,2100600230100,2,90,0,ALASKA,AK,3,2,148837000.0,26538000.0,86431000.0,35868000.0,137951000.0,131038000.0,82017000.0,45492000.0,3529000.0,238000.0,2671000.0,80638000.0,23585000.0
200610,2101500830100,2,185,0,ALASKA,AK,3,3,55561000.0,9594000.0,15980000.0,29987000.0,49867000.0,46931000.0,22972000.0,20130000.0,3829000.0,383000.0,2076000.0,27361000.0,8402000.0
200625,2101101130100,2,188,0,ALASKA,AK,3,3,36801000.0,9229000.0,21017000.0,6555000.0,51624000.0,31708000.0,16780000.0,13454000.0,1474000.0,284000.0,19627000.0,17387000.0,3667000.0
200630,2201800330100,2,231,0,ALASKA,AK,3,3,820000.0,68000.0,602000.0,150000.0,907000.0,611000.0,382000.0,229000.0,0.0,2000.0,294000.0,285000.0,96000.0
200670,2000000031900,2,16,0,ALASKA,AK,3,3,2923000.0,1287000.0,1371000.0,265000.0,2654000.0,2352000.0,1363000.0,809000.0,180000.0,115000.0,187000.0,1165000.0,399000.0
200690,2201800430100,2,231,0,ALASKA,AK,3,3,1849000.0,28000.0,906000.0,915000.0,1899000.0,1736000.0,1144000.0,592000.0,0.0,11000.0,152000.0,950000.0,293000.0
200700,2000000030500,2,201,0,ALASKA,AK,3,3,4312000.0,776000.0,3371000.0,165000.0,4013000.0,3847000.0,2414000.0,1427000.0,6000.0,2000.0,164000.0,1995000.0,613000.0
200710,2000000030400,2,60,0,ALASKA,AK,3,3,14066000.0,6273000.0,6197000.0,1596000.0,13849000.0,12626000.0,7891000.0,4013000.0,722000.0,17000.0,1206000.0,6863000.0,1608000.0
200720,2200100430100,2,16,0,ALASKA,AK,3,3,6075000.0,224000.0,3170000.0,2681000.0,5093000.0,4730000.0,2539000.0,1831000.0,360000.0,163000.0,71000.0,2601000.0,780000.0
200760,2000000030200,2,50,0,ALASKA,AK,3,3,8177000.0,2821000.0,5003000.0,353000.0,8216000.0,7901000.0,4518000.0,3005000.0,378000.0,3000.0,312000.0,4353000.0,1431000.0
200770,2102602630100,2,290,0,ALASKA,AK,3,3,4883000.0,450000.0,3096000.0,1337000.0,5025000.0,4667000.0,2901000.0,1766000.0,0.0,2000.0,356000.0,2411000.0,663000.0
200775,2000000031500,2,290,0,ALASKA,AK,3,3,7520000.0,2771000.0,4422000.0,327000.0,7083000.0,6927000.0,3678000.0,2957000.0,292000.0,3000.0,153000.0,3289000.0,807000.0
200780,2202000230100,2,261,0,ALASKA,AK,3,3,11171000.0,388000.0,5713000.0,5070000.0,10068000.0,9124000.0,5376000.0,3366000.0,382000.0,525000.0,317000.0,5958000.0,1551000.0
200810,2202200530100,2,280,0,ALASKA,AK,3,3,5798000.0,504000.0,3632000.0,1662000.0,5353000.0,4861000.0,3428000.0,1433000.0,0.0,12000.0,276000.0,2822000.0,823000.0
200840,2202700130100,2,231,0,ALASKA,AK,3,3,2617000.0,393000.0,1599000.0,625000.0,2505000.0,2388000.0,1437000.0,867000.0,84000.0,18000.0,59000.0,1239000.0,418000.0
200862,2000000031600,2,290,0,ALASKA,AK,3,2,10521000.0,3226000.0,6810000.0,485000.0,9841000.0,9504000.0,5485000.0,3717000.0,302000.0,4000.0,333000.0,4608000.0,1091000.0
400021,3500801300000,4,15,4120,ARIZONA,AZ,3,3,6354000.0,748000.0,4406000.0,1200000.0,6074000.0,5497000.0,2918000.0,2579000.0,0.0,0.0,484000.0,3321000.0,639000.0
400023,3500940100000,4,17,0,ARIZONA,AZ,3,3,17304000.0,8967000.0,6675000.0,1662000.0,16277000.0,11731000.0,6150000.0,4767000.0,814000.0,0.0,4545000.0,7213000.0,1365000.0
400082,3500820100000,4,15,4120,ARIZONA,AZ,2,3,13564000.0,665000.0,2129000.0,10770000.0,11561000.0,10162000.0,5416000.0,4076000.0,670000.0,105000.0,659000.0,6083000.0,1304000.0
400600,3500700200000,4,13,6200,ARIZONA,AZ,1,3,85252000.0,9115000.0,51807000.0,24330000.0,79707000.0,59976000.0,35596000.0,19627000.0,4753000.0,858000.0,14751000.0,41047000.0,6911000.0
400680,3501000200000,4,19,8520,ARIZONA,AZ,3,3,99836000.0,6405000.0,41678000.0,51753000.0,99631000.0,76610000.0,43852000.0,28315000.0,4443000.0,36000.0,22985000.0,52508000.0,10269000.0
400720,3501400100000,4,27,9360,ARIZONA,AZ,2,3,2931000.0,189000.0,1667000.0,1075000.0,2618000.0,2352000.0,1116000.0,1023000.0,213000.0,0.0,161000.0,1451000.0,298000.0
400790,3501100100000,4,21,6200,ARIZONA,AZ,3,3,31629000.0,1790000.0,15673000.0,14166000.0,35622000.0,25768000.0,14332000.0,10143000.0,1293000.0,52000.0,8968000.0,17304000.0,3200000.0
400960,3500700400000,4,13,6200,ARIZONA,AZ,1,3,16484000.0,1266000.0,9993000.0,5225000.0,21139000.0,13636000.0,7923000.0,4671000.0,1042000.0,0.0,6134000.0,9001000.0,1680000.0
